Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
1996,LIECHTENSTEIN,LIE,1.54,0.30,3.00,96.15,79.90,100.00
1998,LIECHTENSTEIN,LIE,1.50,0.30,3.00,96.15,77.51,100.00
2000,LIECHTENSTEIN,LIE,1.50,0.30,3.00,95.19,78.95,100.00
2002,LIECHTENSTEIN,LIE,1.31,0.27,3.00,91.35,72.73,100.00
2003,LIECHTENSTEIN,LIE,1.33,0.27,3.00,93.27,75.12,100.00
2004,LIECHTENSTEIN,LIE,1.39,0.28,3.00,90.87,78.95,100.00
2005,LIECHTENSTEIN,LIE,1.45,0.28,3.00,93.27,79.90,100.00
2006,LIECHTENSTEIN,LIE,1.25,0.24,3.00,90.87,74.64,100.00
2007,LIECHTENSTEIN,LIE,1.31,0.23,3.00,91.83,75.12,100.00
2008,LIECHTENSTEIN,LIE,1.34,0.23,3.00,92.31,76.56,100.00
2009,LIECHTENSTEIN,LIE,1.53,0.18,4.00,97.63,90.09,100.00
2010,LIECHTENSTEIN,LIE,1.58,0.18,4.00,98.10,91.51,100.00
2011,LIECHTENSTEIN,LIE,1.56,0.17,4.00,96.71,91.59,100.00
2012,LIECHTENSTEIN,LIE,1.49,0.16,5.00,95.77,88.32,99.53
2013,LIECHTENSTEIN,LIE,1.47,0.16,5.00,95.77,89.25,99.53
2014,LIECHTENSTEIN,LIE,1.37,0.18,3.00,93.10,80.88,99.51
2015,LIECHTENSTEIN,LIE,1.36,0.18,3.00,93.60,80.88,99.51
1996,LITHUANIA,LTU,0.94,0.26,4.00,75.48,64.11,90.91
1998,LITHUANIA,LTU,0.89,0.23,5.00,73.56,64.11,88.52
2000,LITHUANIA,LTU,0.81,0.22,6.00,73.08,61.24,87.08
2002,LITHUANIA,LTU,0.89,0.18,7.00,73.08,66.03,88.04
2003,LITHUANIA,LTU,0.88,0.17,8.00,75.00,66.03,87.56
2004,LITHUANIA,LTU,0.88,0.17,8.00,77.40,67.46,88.04
2005,LITHUANIA,LTU,0.88,0.18,8.00,75.00,66.03,86.60
2006,LITHUANIA,LTU,0.83,0.14,10.00,74.52,67.46,83.25
2007,LITHUANIA,LTU,0.86,0.14,11.00,73.56,66.99,84.21
2008,LITHUANIA,LTU,0.81,0.14,12.00,71.63,66.51,81.34
2009,LITHUANIA,LTU,0.89,0.14,12.00,74.41,67.92,85.38
2010,LITHUANIA,LTU,0.90,0.14,12.00,74.88,67.92,84.91
2011,LITHUANIA,LTU,0.84,0.14,11.00,73.71,67.29,82.24
2012,LITHUANIA,LTU,0.91,0.13,11.00,75.12,69.16,85.98
2013,LITHUANIA,LTU,0.93,0.13,11.00,75.59,69.63,86.45
2014,LITHUANIA,LTU,0.96,0.14,9.00,75.37,70.10,86.76
2015,LITHUANIA,LTU,0.97,0.14,9.00,75.86,71.08,86.27
1996,LUXEMBOURG,LUX,1.53,0.24,5.00,94.71,84.69,100.00
1998,LUXEMBOURG,LUX,1.49,0.26,5.00,95.19,80.38,100.00
2000,LUXEMBOURG,LUX,1.47,0.24,6.00,94.23,81.82,100.00
2002,LUXEMBOURG,LUX,1.36,0.23,5.00,93.27,75.12,100.00
2003,LUXEMBOURG,LUX,1.46,0.23,6.00,96.15,84.21,100.00
2004,LUXEMBOURG,LUX,1.62,0.23,6.00,95.67,89.00,100.00
2005,LUXEMBOURG,LUX,1.54,0.23,6.00,95.67,86.12,100.00
2006,LUXEMBOURG,LUX,1.54,0.18,7.00,97.12,90.43,100.00
2007,LUXEMBOURG,LUX,1.53,0.17,7.00,98.08,90.91,100.00
2008,LUXEMBOURG,LUX,1.53,0.17,8.00,97.60,90.91,100.00
2009,LUXEMBOURG,LUX,1.54,0.17,9.00,98.10,91.51,100.00
2010,LUXEMBOURG,LUX,1.56,0.16,9.00,97.63,91.51,100.00
2011,LUXEMBOURG,LUX,1.59,0.16,9.00,97.65,92.52,100.00
2012,LUXEMBOURG,LUX,1.64,0.15,9.00,97.65,92.99,100.00
2013,LUXEMBOURG,LUX,1.62,0.15,9.00,97.65,92.52,100.00
2014,LUXEMBOURG,LUX,1.53,0.17,7.00,96.55,91.67,100.00
2015,LUXEMBOURG,LUX,1.52,0.17,7.00,96.55,91.67,100.00
1996,"MACAO SAR, CHINA",MAC,0.23,0.41,1.00,57.69,35.41,75.12
1998,"MACAO SAR, CHINA",MAC,0.23,0.47,1.00,55.77,34.45,77.51
2000,"MACAO SAR, CHINA",MAC,0.22,0.47,1.00,55.77,31.58,78.95
2002,"MACAO SAR, CHINA",MAC,0.40,0.51,1.00,60.10,37.80,89.00
2003,"MACAO SAR, CHINA",MAC,0.64,0.48,1.00,66.83,42.58,94.26
2004,"MACAO SAR, CHINA",MAC,0.11,0.39,1.00,52.40,33.01,74.16
2005,"MACAO SAR, CHINA",MAC,0.40,0.42,1.00,61.06,38.76,83.73
2006,"MACAO SAR, CHINA",MAC,0.35,0.51,1.00,57.69,32.54,89.00
2007,"MACAO SAR, CHINA",MAC,0.11,0.53,1.00,52.88,27.27,77.03
2008,"MACAO SAR, CHINA",MAC,0.13,0.53,1.00,53.37,27.75,77.99
2009,"MACAO SAR, CHINA",MAC,0.58,0.26,2.00,66.35,54.25,78.30
2010,"MACAO SAR, CHINA",MAC,0.61,0.24,2.00,67.77,55.66,76.89
2011,"MACAO SAR, CHINA",MAC,0.60,0.23,2.00,66.67,55.61,76.64
2012,"MACAO SAR, CHINA",MAC,-0.27,0.20,2.00,40.85,29.44,52.34
2013,"MACAO SAR, CHINA",MAC,-0.29,0.20,2.00,38.97,28.50,50.00
2014,"MACAO SAR, CHINA",MAC,-0.36,0.27,1.00,35.96,26.47,50.00
2015,"MACAO SAR, CHINA",MAC,-0.10,0.28,1.00,45.32,29.41,59.80
1996,"MACEDONIA, FYR",MKD,-0.50,0.26,4.00,34.13,20.57,49.76
1998,"MACEDONIA, FYR",MKD,-0.32,0.26,4.00,40.38,27.75,52.15
2000,"MACEDONIA, FYR",MKD,-0.43,0.21,5.00,35.10,24.88,49.76
2002,"MACEDONIA, FYR",MKD,-0.22,0.17,6.00,42.31,34.93,50.72
2003,"MACEDONIA, FYR",MKD,-0.04,0.16,8.00,45.67,39.71,53.59
2004,"MACEDONIA, FYR",MKD,-0.14,0.17,9.00,46.15,35.89,54.07
2005,"MACEDONIA, FYR",MKD,-0.08,0.17,9.00,47.60,36.84,56.94
2006,"MACEDONIA, FYR",MKD,0.13,0.15,10.00,51.92,44.50,58.85
2007,"MACEDONIA, FYR",MKD,0.25,0.14,11.00,55.29,47.85,62.20
2008,"MACEDONIA, FYR",MKD,0.18,0.14,12.00,54.81,46.89,58.85
2009,"MACEDONIA, FYR",MKD,0.16,0.14,12.00,54.50,46.23,58.49
2010,"MACEDONIA, FYR",MKD,0.10,0.14,12.00,53.08,44.34,57.08
2011,"MACEDONIA, FYR",MKD,-0.03,0.14,10.00,48.36,39.25,55.14
2012,"MACEDONIA, FYR",MKD,-0.01,0.13,11.00,49.77,42.06,56.54
2013,"MACEDONIA, FYR",MKD,-0.03,0.13,11.00,47.42,41.59,56.07
2014,"MACEDONIA, FYR",MKD,-0.14,0.14,9.00,43.35,35.78,50.00
2015,"MACEDONIA, FYR",MKD,-0.18,0.14,9.00,42.36,34.80,48.53
1996,MADAGASCAR,MDG,-0.26,0.24,4.00,42.31,29.19,54.55
1998,MADAGASCAR,MDG,0.11,0.26,4.00,52.40,40.67,64.59
2000,MADAGASCAR,MDG,0.08,0.23,5.00,50.96,41.63,61.72
2002,MADAGASCAR,MDG,-0.19,0.18,7.00,43.75,36.84,50.72
2003,MADAGASCAR,MDG,0.03,0.17,8.00,47.12,40.19,55.98
2004,MADAGASCAR,MDG,-0.01,0.18,9.00,48.56,38.28,56.94
2005,MADAGASCAR,MDG,-0.14,0.17,11.00,46.15,34.93,54.07
2006,MADAGASCAR,MDG,-0.12,0.13,14.00,44.23,36.36,51.20
2007,MADAGASCAR,MDG,-0.15,0.13,14.00,44.23,35.41,48.80
2008,MADAGASCAR,MDG,-0.34,0.13,14.00,36.06,29.67,44.98
2009,MADAGASCAR,MDG,-0.86,0.13,14.00,25.12,16.51,30.19
2010,MADAGASCAR,MDG,-0.83,0.11,15.00,26.54,18.40,30.19
2011,MADAGASCAR,MDG,-0.86,0.11,15.00,25.82,17.29,28.97
2012,MADAGASCAR,MDG,-0.87,0.11,16.00,24.41,17.29,27.57
2013,MADAGASCAR,MDG,-0.78,0.11,17.00,26.29,21.96,28.97
2014,MADAGASCAR,MDG,-0.53,0.12,13.00,31.53,27.94,38.24
2015,MADAGASCAR,MDG,-0.42,0.12,13.00,34.48,28.92,40.20
1996,MALAWI,MWI,-0.20,0.22,5.00,43.27,31.58,54.55
1998,MALAWI,MWI,-0.03,0.23,5.00,49.04,36.36,59.33
2000,MALAWI,MWI,-0.18,0.21,6.00,47.12,32.06,53.11
2002,MALAWI,MWI,-0.65,0.17,9.00,28.85,21.53,39.71
2003,MALAWI,MWI,-0.42,0.16,10.00,35.58,26.79,42.11
2004,MALAWI,MWI,-0.50,0.16,11.00,33.17,25.36,41.63
2005,MALAWI,MWI,-0.48,0.14,14.00,32.69,27.27,39.71
2006,MALAWI,MWI,-0.26,0.12,15.00,38.94,33.01,45.93
2007,MALAWI,MWI,-0.27,0.12,15.00,37.98,34.45,45.93
2008,MALAWI,MWI,-0.25,0.11,16.00,40.87,34.45,46.41
2009,MALAWI,MWI,-0.16,0.12,16.00,42.65,35.38,49.06
2010,MALAWI,MWI,-0.21,0.11,16.00,40.28,34.91,48.58
2011,MALAWI,MWI,-0.26,0.12,16.00,39.91,32.24,47.20
2012,MALAWI,MWI,-0.22,0.11,17.00,42.25,35.51,47.66
2013,MALAWI,MWI,-0.19,0.11,17.00,42.72,36.92,47.66
2014,MALAWI,MWI,-0.07,0.13,13.00,47.29,39.22,51.47
2015,MALAWI,MWI,-0.01,0.12,13.00,48.28,40.20,54.90
1996,MALAYSIA,MYS,-0.06,0.22,6.00,50.00,35.89,59.81
1998,MALAYSIA,MYS,-0.31,0.23,6.00,40.87,29.19,51.67
2000,MALAYSIA,MYS,-0.33,0.22,7.00,39.90,27.75,50.24
2002,MALAYSIA,MYS,-0.48,0.17,9.00,36.06,25.36,43.06
2003,MALAYSIA,MYS,-0.52,0.15,10.00,33.17,26.32,39.71
2004,MALAYSIA,MYS,-0.25,0.16,11.00,41.35,33.01,49.76
2005,MALAYSIA,MYS,-0.19,0.16,11.00,42.79,33.97,53.59
2006,MALAYSIA,MYS,-0.51,0.12,13.00,32.21,28.23,37.32
2007,MALAYSIA,MYS,-0.49,0.12,14.00,33.17,29.19,37.32
2008,MALAYSIA,MYS,-0.54,0.12,14.00,30.77,27.75,35.89
2009,MALAYSIA,MYS,-0.49,0.12,14.00,31.75,29.72,39.15
2010,MALAYSIA,MYS,-0.48,0.12,15.00,33.65,29.72,37.26
2011,MALAYSIA,MYS,-0.44,0.11,16.00,32.39,28.97,40.19
2012,MALAYSIA,MYS,-0.31,0.11,16.00,38.97,32.24,45.33
2013,MALAYSIA,MYS,-0.30,0.11,15.00,38.50,32.24,44.39
2014,MALAYSIA,MYS,-0.32,0.13,11.00,37.93,30.88,44.61
2015,MALAYSIA,MYS,-0.35,0.13,12.00,36.45,29.41,43.14
1996,MALDIVES,MDV,-0.38,0.30,3.00,37.50,21.05,54.07
1998,MALDIVES,MDV,-0.34,0.30,3.00,39.90,23.92,53.11
2000,MALDIVES,MDV,-0.39,0.30,3.00,36.54,22.01,51.67
2002,MALDIVES,MDV,-0.54,0.27,3.00,32.69,20.10,45.93
2003,MALDIVES,MDV,-0.92,0.25,4.00,22.60,10.05,33.49
2004,MALDIVES,MDV,-1.12,0.26,5.00,18.27,6.70,26.79
2005,MALDIVES,MDV,-0.99,0.26,5.00,19.71,9.09,30.14
2006,MALDIVES,MDV,-0.99,0.23,5.00,20.67,9.57,30.62
2007,MALDIVES,MDV,-0.90,0.22,5.00,22.60,11.00,31.58
2008,MALDIVES,MDV,-0.32,0.22,5.00,37.02,28.71,49.28
2009,MALDIVES,MDV,-0.08,0.22,5.00,45.97,34.43,56.60
2010,MALDIVES,MDV,-0.10,0.22,5.00,46.92,34.43,55.66
2011,MALDIVES,MDV,-0.20,0.22,5.00,41.78,29.91,55.14
2012,MALDIVES,MDV,-0.53,0.23,5.00,31.46,21.50,43.93
2013,MALDIVES,MDV,-0.44,0.22,6.00,32.86,25.23,46.73
2014,MALDIVES,MDV,-0.33,0.24,3.00,37.44,28.43,50.00
2015,MALDIVES,MDV,-0.50,0.22,3.00,30.05,24.51,43.14
1996,MALI,MLI,-0.12,0.24,4.00,48.08,33.01,58.85
1998,MALI,MLI,-0.17,0.26,4.00,44.71,31.10,56.46
2000,MALI,MLI,-0.11,0.23,5.00,48.08,32.54,56.46
2002,MALI,MLI,0.27,0.18,8.00,54.81,48.33,64.11
2003,MALI,MLI,0.38,0.17,9.00,58.65,49.28,66.99
2004,MALI,MLI,0.29,0.18,10.00,57.21,49.76,67.46
2005,MALI,MLI,0.25,0.17,11.00,58.65,48.80,64.11
2006,MALI,MLI,0.27,0.13,14.00,56.25,49.76,61.72
2007,MALI,MLI,0.19,0.13,14.00,54.81,46.89,57.89
2008,MALI,MLI,0.16,0.13,14.00,54.33,46.89,58.37
2009,MALI,MLI,0.04,0.13,15.00,50.24,41.98,56.13
2010,MALI,MLI,0.13,0.11,16.00,54.03,48.58,57.08
2011,MALI,MLI,0.15,0.11,16.00,54.93,47.66,57.94
2012,MALI,MLI,-0.53,0.12,16.00,30.99,27.57,36.92
2013,MALI,MLI,-0.31,0.11,17.00,38.03,32.24,44.39
2014,MALI,MLI,-0.20,0.13,13.00,41.38,34.31,49.51
2015,MALI,MLI,-0.24,0.13,13.00,39.90,31.86,48.04
1996,MALTA,MLT,1.15,0.24,4.00,86.06,71.29,96.65
1998,MALTA,MLT,1.11,0.26,4.00,84.62,67.46,98.09
2000,MALTA,MLT,1.17,0.25,4.00,87.50,71.77,97.13
2002,MALTA,MLT,1.15,0.24,4.00,86.06,70.33,99.04
2003,MALTA,MLT,1.32,0.23,5.00,92.79,75.60,100.00
2004,MALTA,MLT,1.34,0.24,5.00,90.38,78.95,98.56
2005,MALTA,MLT,1.23,0.24,5.00,88.94,72.73,97.13
2006,MALTA,MLT,1.19,0.18,6.00,88.94,75.12,95.69
2007,MALTA,MLT,1.23,0.18,6.00,90.87,75.12,97.13
2008,MALTA,MLT,1.24,0.17,6.00,90.38,76.08,97.13
2009,MALTA,MLT,1.14,0.16,9.00,86.73,74.06,93.87
2010,MALTA,MLT,1.16,0.15,9.00,86.73,75.47,94.34
2011,MALTA,MLT,1.13,0.15,9.00,86.38,74.77,93.93
2012,MALTA,MLT,1.15,0.15,9.00,87.79,74.77,92.99
2013,MALTA,MLT,1.14,0.14,9.00,86.85,74.30,92.52
2014,MALTA,MLT,1.17,0.16,7.00,85.71,73.04,95.59
2015,MALTA,MLT,1.18,0.16,7.00,85.71,73.53,96.08
1996,MARSHALL ISLANDS,MHL,1.22,0.40,2.00,87.02,64.59,100.00
1998,MARSHALL ISLANDS,MHL,1.23,0.36,2.00,88.46,66.51,100.00
2000,MARSHALL ISLANDS,MHL,1.24,0.36,2.00,87.98,66.99,100.00
2002,MARSHALL ISLANDS,MHL,1.22,0.30,2.00,88.46,69.86,100.00
2003,MARSHALL ISLANDS,MHL,1.21,0.31,2.00,88.46,69.38,100.00
2004,MARSHALL ISLANDS,MHL,1.17,0.36,2.00,88.94,66.99,99.04
2005,MARSHALL ISLANDS,MHL,1.17,0.35,2.00,87.02,66.51,99.52
2006,MARSHALL ISLANDS,MHL,1.18,0.26,2.00,87.98,70.81,99.52
2007,MARSHALL ISLANDS,MHL,1.18,0.25,2.00,87.98,69.86,100.00
2008,MARSHALL ISLANDS,MHL,1.21,0.25,2.00,88.94,71.29,100.00
2009,MARSHALL ISLANDS,MHL,1.14,0.25,3.00,87.20,68.87,98.11
2010,MARSHALL ISLANDS,MHL,1.13,0.26,3.00,85.78,68.87,97.17
2011,MARSHALL ISLANDS,MHL,1.14,0.26,3.00,86.85,69.16,96.26
2012,MARSHALL ISLANDS,MHL,1.12,0.28,3.00,85.45,67.29,96.26
2013,MARSHALL ISLANDS,MHL,1.21,0.27,2.00,88.26,71.03,98.13
2014,MARSHALL ISLANDS,MHL,1.19,0.25,1.00,87.68,71.08,99.02
2015,MARSHALL ISLANDS,MHL,1.21,0.24,1.00,88.18,72.55,99.51
1996,MARTINIQUE,MTQ,0.68,0.41,1.00,68.75,51.20,90.43
1998,MARTINIQUE,MTQ,0.67,0.47,1.00,66.83,47.37,93.78
2000,MARTINIQUE,MTQ,0.66,0.47,1.00,67.31,47.85,92.82
2002,MARTINIQUE,MTQ,0.61,0.51,1.00,66.35,41.63,95.69
2003,MARTINIQUE,MTQ,0.64,0.48,1.00,66.83,42.58,94.26
2004,MARTINIQUE,MTQ,0.74,0.39,1.00,74.04,51.20,90.91
2005,MARTINIQUE,MTQ,0.64,0.42,1.00,69.23,47.85,89.95
2006,MARTINIQUE,MTQ,0.58,0.51,1.00,66.83,38.76,95.22
2007,MARTINIQUE,MTQ,0.56,0.53,1.00,65.38,36.84,95.69
2008,MARTINIQUE,MTQ,0.57,0.53,1.00,65.87,38.76,95.22
2009,MARTINIQUE,MTQ,0.56,0.52,1.00,65.40,39.15,94.34
2010,MARTINIQUE,MTQ,0.59,0.49,1.00,66.82,40.09,94.34
2011,MARTINIQUE,MTQ,0.60,0.46,1.00,67.14,43.93,92.99
2012,MARTINIQUE,MTQ,0.62,0.44,1.00,66.20,45.79,92.52
2013,MARTINIQUE,MTQ,0.62,0.47,1.00,66.20,43.93,92.52
2014,MARTINIQUE,MTQ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,MARTINIQUE,MTQ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1996,MAURITANIA,MRT,-0.54,0.30,3.00,32.21,17.70,50.72
1998,MAURITANIA,MRT,-0.73,0.30,3.00,28.85,12.44,43.54
2000,MAURITANIA,MRT,-0.85,0.27,4.00,23.08,11.48,36.36
2002,MAURITANIA,MRT,-0.85,0.23,5.00,23.08,13.40,37.32
2003,MAURITANIA,MRT,-0.87,0.22,5.00,24.52,14.83,33.49
2004,MAURITANIA,MRT,-1.15,0.20,7.00,16.83,7.66,24.40
2005,MAURITANIA,MRT,-0.97,0.17,9.00,21.15,11.48,27.75
2006,MAURITANIA,MRT,-0.90,0.12,13.00,24.52,18.18,28.23
2007,MAURITANIA,MRT,-0.72,0.12,13.00,28.85,21.53,32.06
2008,MAURITANIA,MRT,-0.98,0.12,13.00,20.19,15.31,25.84
2009,MAURITANIA,MRT,-0.97,0.12,13.00,20.85,14.15,28.77
2010,MAURITANIA,MRT,-0.95,0.12,13.00,20.85,14.15,28.30
2011,MAURITANIA,MRT,-0.97,0.12,13.00,19.72,14.02,27.10
2012,MAURITANIA,MRT,-0.96,0.12,13.00,20.19,15.42,26.64
2013,MAURITANIA,MRT,-0.98,0.11,14.00,20.19,15.42,25.70
2014,MAURITANIA,MRT,-0.92,0.14,10.00,23.15,16.67,28.43
2015,MAURITANIA,MRT,-0.91,0.13,10.00,23.15,17.65,27.94
1996,MAURITIUS,MUS,0.83,0.32,3.00,73.08,59.81,90.43
1998,MAURITIUS,MUS,1.02,0.29,3.00,77.88,64.59,96.65
2000,MAURITIUS,MUS,0.99,0.26,5.00,78.85,65.55,92.82
2002,MAURITIUS,MUS,0.77,0.20,7.00,70.67,60.29,84.21
2003,MAURITIUS,MUS,0.85,0.17,8.00,72.60,64.59,86.60
2004,MAURITIUS,MUS,0.85,0.17,9.00,76.44,66.51,84.69
2005,MAURITIUS,MUS,0.85,0.17,9.00,73.08,65.07,85.65
2006,MAURITIUS,MUS,0.90,0.14,10.00,75.48,68.90,86.12
2007,MAURITIUS,MUS,0.87,0.14,10.00,74.04,66.99,85.17
2008,MAURITIUS,MUS,0.85,0.14,10.00,72.60,67.94,83.25
2009,MAURITIUS,MUS,0.81,0.14,10.00,70.62,66.51,82.08
2010,MAURITIUS,MUS,0.78,0.14,10.00,70.62,65.57,76.89
2011,MAURITIUS,MUS,0.79,0.14,12.00,70.42,65.42,77.57
2012,MAURITIUS,MUS,0.87,0.13,12.00,74.18,67.29,83.64
2013,MAURITIUS,MUS,0.93,0.13,13.00,75.12,69.63,85.51
2014,MAURITIUS,MUS,0.94,0.14,11.00,73.40,70.10,84.80
2015,MAURITIUS,MUS,0.81,0.13,11.00,72.41,68.63,79.41
1996,MEXICO,MEX,-0.09,0.21,7.00,49.04,35.89,58.37
1998,MEXICO,MEX,-0.03,0.22,7.00,50.00,36.84,58.37
2000,MEXICO,MEX,0.19,0.21,8.00,55.29,47.85,64.59
2002,MEXICO,MEX,0.30,0.17,10.00,55.29,49.28,65.07
2003,MEXICO,MEX,0.33,0.17,10.00,56.73,48.33,66.03
2004,MEXICO,MEX,0.32,0.17,12.00,58.17,51.20,67.46
2005,MEXICO,MEX,0.19,0.16,13.00,56.73,47.85,63.64
2006,MEXICO,MEX,0.11,0.13,16.00,51.44,44.98,56.46
2007,MEXICO,MEX,0.09,0.13,16.00,50.00,44.98,56.94
2008,MEXICO,MEX,0.10,0.13,16.00,51.44,44.98,57.89
2009,MEXICO,MEX,0.17,0.11,17.00,54.98,48.58,58.02
2010,MEXICO,MEX,0.15,0.11,17.00,54.98,48.58,58.02
2011,MEXICO,MEX,0.09,0.11,18.00,53.52,46.26,56.54
2012,MEXICO,MEX,0.09,0.11,18.00,53.99,45.79,57.48
2013,MEXICO,MEX,0.09,0.11,17.00,53.52,46.73,57.01
2014,MEXICO,MEX,-0.04,0.13,14.00,48.77,39.22,54.90
2015,MEXICO,MEX,-0.13,0.13,14.00,43.35,36.76,50.00
1996,"MICRONESIA, FED. STS.",FSM,1.11,0.40,2.00,84.13,62.20,100.00
1998,"MICRONESIA, FED. STS.",FSM,0.97,0.36,2.00,75.96,59.81,98.09
2000,"MICRONESIA, FED. STS.",FSM,0.99,0.36,2.00,78.37,59.81,97.13
2002,"MICRONESIA, FED. STS.",FSM,1.01,0.30,2.00,78.37,63.16,97.13
2003,"MICRONESIA, FED. STS.",FSM,1.04,0.31,2.00,81.73,63.64,98.09
2004,"MICRONESIA, FED. STS.",FSM,0.85,0.28,3.00,75.96,61.24,89.00
2005,"MICRONESIA, FED. STS.",FSM,1.00,0.28,3.00,79.81,64.11,92.82
2006,"MICRONESIA, FED. STS.",FSM,1.09,0.24,3.00,86.06,69.86,95.69
2007,"MICRONESIA, FED. STS.",FSM,1.08,0.23,3.00,83.65,69.38,95.69
2008,"MICRONESIA, FED. STS.",FSM,1.11,0.23,3.00,85.58,69.38,96.17
2009,"MICRONESIA, FED. STS.",FSM,1.10,0.23,3.00,84.83,68.87,95.75
2010,"MICRONESIA, FED. STS.",FSM,1.08,0.24,3.00,81.99,68.87,94.81
2011,"MICRONESIA, FED. STS.",FSM,1.02,0.23,3.00,78.40,67.29,93.93
2012,"MICRONESIA, FED. STS.",FSM,1.01,0.25,3.00,78.87,65.89,93.46
2013,"MICRONESIA, FED. STS.",FSM,1.03,0.24,3.00,79.81,66.36,93.93
2014,"MICRONESIA, FED. STS.",FSM,1.15,0.25,1.00,84.24,70.59,97.55
2015,"MICRONESIA, FED. STS.",FSM,1.16,0.24,1.00,84.73,72.06,96.57
1996,MOLDOVA,MDA,-0.09,0.26,4.00,49.52,33.01,60.29
1998,MOLDOVA,MDA,0.01,0.23,5.00,51.44,37.32,60.29
2000,MOLDOVA,MDA,-0.24,0.20,6.00,44.23,31.10,51.20
2002,MOLDOVA,MDA,-0.60,0.16,7.00,30.29,22.97,41.15
2003,MOLDOVA,MDA,-0.54,0.16,8.00,32.69,25.84,39.71
2004,MOLDOVA,MDA,-0.58,0.16,9.00,30.77,23.92,39.23
2005,MOLDOVA,MDA,-0.51,0.16,10.00,31.73,25.84,39.71
2006,MOLDOVA,MDA,-0.27,0.14,11.00,38.46,32.54,45.93
2007,MOLDOVA,MDA,-0.30,0.14,12.00,37.02,31.58,45.93
2008,MOLDOVA,MDA,-0.31,0.14,12.00,38.46,30.14,45.45
2009,MOLDOVA,MDA,-0.32,0.14,11.00,37.44,30.19,45.28
2010,MOLDOVA,MDA,-0.11,0.14,12.00,45.97,35.85,53.77
2011,MOLDOVA,MDA,0.00,0.14,12.00,50.23,41.12,56.07
2012,MOLDOVA,MDA,-0.07,0.12,13.00,46.95,40.65,55.61
2013,MOLDOVA,MDA,-0.10,0.12,12.00,46.01,38.79,55.14
2014,MOLDOVA,MDA,-0.02,0.13,10.00,49.26,39.71,55.39
2015,MOLDOVA,MDA,-0.03,0.13,9.00,47.29,39.71,54.41
1996,MONACO,MCO,1.09,0.40,2.00,83.65,62.20,100.00
1998,MONACO,MCO,1.10,0.36,2.00,83.65,64.11,100.00
2000,MONACO,MCO,1.10,0.36,2.00,84.62,63.64,99.52
2002,MONACO,MCO,1.08,0.30,2.00,82.69,65.07,99.52
2003,MONACO,MCO,0.95,0.31,2.00,75.96,61.24,94.74
2004,MONACO,MCO,0.91,0.36,2.00,78.37,57.42,94.26
2005,MONACO,MCO,0.91,0.35,2.00,76.44,59.33,94.26
2006,MONACO,MCO,0.94,0.26,2.00,77.88,62.20,92.82
2007,MONACO,MCO,0.95,0.25,2.00,75.48,64.11,93.30
2008,MONACO,MCO,0.99,0.25,2.00,76.92,66.51,94.26
2009,MONACO,MCO,0.97,0.25,2.00,75.36,65.09,93.87
2010,MONACO,MCO,1.04,0.26,2.00,81.04,67.45,94.81
2011,MONACO,MCO,0.81,0.26,2.00,71.83,59.35,89.72
2012,MONACO,MCO,0.82,0.28,2.00,72.30,58.41,91.12
2013,MONACO,MCO,0.84,0.27,2.00,72.77,60.28,91.59
2014,MONACO,MCO,1.03,0.25,1.00,78.33,67.65,95.59
2015,MONACO,MCO,1.05,0.24,1.00,80.79,69.12,95.59
1996,MONGOLIA,MNG,0.35,0.24,4.00,60.58,50.24,71.29
1998,MONGOLIA,MNG,0.50,0.26,4.00,63.94,51.67,75.12
2000,MONGOLIA,MNG,0.32,0.25,4.00,58.65,48.80,70.81
2002,MONGOLIA,MNG,0.34,0.19,6.00,57.21,49.28,67.46
2003,MONGOLIA,MNG,0.31,0.19,6.00,56.25,46.41,66.03
2004,MONGOLIA,MNG,0.26,0.20,7.00,56.73,46.41,67.46
2005,MONGOLIA,MNG,0.05,0.19,9.00,53.37,39.71,59.33
2006,MONGOLIA,MNG,0.20,0.15,10.00,54.81,45.93,60.29
2007,MONGOLIA,MNG,0.27,0.15,11.00,56.25,48.33,64.11
2008,MONGOLIA,MNG,0.24,0.14,11.00,55.77,48.33,60.77
2009,MONGOLIA,MNG,0.09,0.14,13.00,53.08,43.87,56.60
2010,MONGOLIA,MNG,0.04,0.13,13.00,50.24,42.45,55.66
2011,MONGOLIA,MNG,0.00,0.13,13.00,49.77,41.12,55.61
2012,MONGOLIA,MNG,0.02,0.12,14.00,51.17,43.93,56.54
2013,MONGOLIA,MNG,0.07,0.12,13.00,53.05,43.93,57.01
2014,MONGOLIA,MNG,0.23,0.13,10.00,55.67,49.51,62.25
2015,MONGOLIA,MNG,0.24,0.13,12.00,56.65,48.53,62.75
1996,MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,MONTENEGRO,MNE,-0.65,0.37,1.00,29.33,11.96,50.24
2002,MONTENEGRO,MNE,0.05,0.40,1.00,50.00,30.14,69.38
2003,MONTENEGRO,MNE,0.10,0.26,2.00,49.52,39.71,63.16
2004,MONTENEGRO,MNE,0.12,0.31,2.00,53.85,36.36,68.42
