Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2007,LIBYA,LBY,-1.08,0.21,6.00,15.53,6.76,23.67
2008,LIBYA,LBY,-0.88,0.20,7.00,18.93,12.08,31.88
2009,LIBYA,LBY,-1.13,0.18,8.00,11.96,6.19,23.81
2010,LIBYA,LBY,-1.18,0.19,8.00,9.57,5.71,20.95
2011,LIBYA,LBY,-1.54,0.19,7.00,4.27,2.83,9.43
2012,LIBYA,LBY,-1.65,0.21,8.00,2.84,1.89,8.96
2013,LIBYA,LBY,-1.86,0.20,8.00,1.90,1.42,5.19
2014,LIBYA,LBY,-2.11,0.21,8.00,0.96,0.00,3.35
2015,LIBYA,LBY,-2.24,0.20,7.00,0.48,0.00,2.39
1996,LIECHTENSTEIN,LIE,1.48,0.48,1.00,92.65,73.17,100.00
1998,LIECHTENSTEIN,LIE,1.50,0.49,1.00,94.61,73.66,100.00
2000,LIECHTENSTEIN,LIE,1.48,0.45,1.00,92.65,76.59,100.00
2002,LIECHTENSTEIN,LIE,1.66,0.38,1.00,95.59,80.49,100.00
2003,LIECHTENSTEIN,LIE,1.63,0.29,1.00,95.10,83.90,100.00
2004,LIECHTENSTEIN,LIE,1.52,0.33,1.00,91.67,78.54,100.00
2005,LIECHTENSTEIN,LIE,1.59,0.25,1.00,94.12,85.37,100.00
2006,LIECHTENSTEIN,LIE,1.34,0.32,1.00,91.18,73.17,99.51
2007,LIECHTENSTEIN,LIE,1.36,0.37,1.00,90.29,72.95,99.52
2008,LIECHTENSTEIN,LIE,1.38,0.39,1.00,89.81,73.91,100.00
2009,LIECHTENSTEIN,LIE,1.50,0.34,2.00,93.30,78.10,100.00
2010,LIECHTENSTEIN,LIE,1.52,0.36,2.00,93.30,78.57,100.00
2011,LIECHTENSTEIN,LIE,1.50,0.36,2.00,92.42,77.83,100.00
2012,LIECHTENSTEIN,LIE,1.54,0.30,3.00,92.89,80.66,100.00
2013,LIECHTENSTEIN,LIE,1.57,0.29,3.00,93.36,81.60,100.00
2014,LIECHTENSTEIN,LIE,1.43,0.30,3.00,90.38,79.43,98.56
2015,LIECHTENSTEIN,LIE,1.38,0.29,3.00,90.38,78.47,98.56
1996,LITHUANIA,LTU,1.17,0.32,4.00,85.78,71.22,96.59
1998,LITHUANIA,LTU,0.90,0.27,6.00,79.90,66.83,91.71
2000,LITHUANIA,LTU,0.78,0.22,8.00,77.94,64.88,85.37
2002,LITHUANIA,LTU,1.07,0.20,9.00,82.84,73.17,89.27
2003,LITHUANIA,LTU,1.04,0.17,9.00,79.90,73.66,89.27
2004,LITHUANIA,LTU,1.14,0.18,9.00,81.86,76.59,90.24
2005,LITHUANIA,LTU,1.03,0.17,9.00,78.43,71.71,88.29
2006,LITHUANIA,LTU,0.97,0.18,9.00,78.43,70.73,87.32
2007,LITHUANIA,LTU,1.09,0.17,11.00,83.50,74.88,90.82
2008,LITHUANIA,LTU,1.12,0.17,11.00,83.01,75.85,91.30
2009,LITHUANIA,LTU,0.95,0.18,10.00,78.95,72.38,85.71
2010,LITHUANIA,LTU,0.97,0.18,10.00,79.43,74.29,85.24
2011,LITHUANIA,LTU,0.94,0.17,10.00,78.67,74.06,85.38
2012,LITHUANIA,LTU,1.12,0.19,10.00,82.94,75.00,90.57
2013,LITHUANIA,LTU,1.15,0.19,10.00,84.36,75.94,91.04
2014,LITHUANIA,LTU,1.20,0.20,10.00,87.02,77.99,91.87
2015,LITHUANIA,LTU,1.28,0.19,10.00,87.98,79.43,91.87
1996,LUXEMBOURG,LUX,1.71,0.32,5.00,97.06,85.85,99.51
1998,LUXEMBOURG,LUX,1.48,0.30,5.00,93.63,80.49,98.54
2000,LUXEMBOURG,LUX,1.89,0.26,5.00,99.02,91.22,100.00
2002,LUXEMBOURG,LUX,1.89,0.27,4.00,99.51,91.71,100.00
2003,LUXEMBOURG,LUX,1.81,0.22,5.00,98.53,90.73,100.00
2004,LUXEMBOURG,LUX,1.80,0.24,5.00,98.53,89.27,100.00
2005,LUXEMBOURG,LUX,1.65,0.20,5.00,97.55,88.29,100.00
2006,LUXEMBOURG,LUX,1.68,0.21,6.00,96.57,88.78,100.00
2007,LUXEMBOURG,LUX,1.74,0.23,6.00,97.09,87.92,100.00
2008,LUXEMBOURG,LUX,1.67,0.24,6.00,96.12,86.96,100.00
2009,LUXEMBOURG,LUX,1.66,0.24,6.00,95.22,85.71,100.00
2010,LUXEMBOURG,LUX,1.69,0.25,6.00,95.69,85.24,100.00
2011,LUXEMBOURG,LUX,1.86,0.25,6.00,98.58,91.04,100.00
2012,LUXEMBOURG,LUX,1.77,0.25,6.00,96.68,89.62,100.00
2013,LUXEMBOURG,LUX,1.78,0.25,6.00,96.68,89.62,100.00
2014,LUXEMBOURG,LUX,1.65,0.26,6.00,92.79,88.04,99.52
2015,LUXEMBOURG,LUX,1.67,0.25,6.00,93.75,87.08,99.04
1996,"MACAO SAR, CHINA",MAC,0.52,0.48,1.00,67.65,40.49,89.76
1998,"MACAO SAR, CHINA",MAC,0.53,0.49,1.00,68.14,36.59,91.22
2000,"MACAO SAR, CHINA",MAC,0.50,0.45,1.00,67.65,40.00,88.78
2002,"MACAO SAR, CHINA",MAC,0.68,0.38,1.00,70.59,56.59,87.80
2003,"MACAO SAR, CHINA",MAC,1.14,0.29,1.00,83.82,70.73,94.63
2004,"MACAO SAR, CHINA",MAC,1.54,0.33,1.00,92.65,79.02,100.00
2005,"MACAO SAR, CHINA",MAC,1.10,0.25,1.00,81.86,70.24,92.20
2006,"MACAO SAR, CHINA",MAC,1.09,0.32,1.00,83.33,67.32,94.15
2007,"MACAO SAR, CHINA",MAC,0.86,0.37,1.00,77.18,58.45,91.30
2008,"MACAO SAR, CHINA",MAC,1.00,0.34,2.00,79.61,63.77,93.24
2009,"MACAO SAR, CHINA",MAC,1.27,0.30,3.00,86.12,74.29,97.14
2010,"MACAO SAR, CHINA",MAC,1.34,0.31,3.00,87.08,76.19,98.57
2011,"MACAO SAR, CHINA",MAC,1.33,0.30,3.00,87.68,75.94,97.17
2012,"MACAO SAR, CHINA",MAC,1.35,0.30,3.00,89.57,76.89,98.11
2013,"MACAO SAR, CHINA",MAC,1.34,0.29,3.00,89.57,77.36,97.64
2014,"MACAO SAR, CHINA",MAC,1.68,0.30,3.00,93.75,85.65,99.52
2015,"MACAO SAR, CHINA",MAC,1.74,0.29,3.00,95.19,85.17,99.52
1996,"MACEDONIA, FYR",MKD,-0.25,0.34,3.00,40.69,22.93,62.44
1998,"MACEDONIA, FYR",MKD,-0.14,0.29,4.00,46.08,24.88,62.93
2000,"MACEDONIA, FYR",MKD,-0.12,0.27,5.00,47.06,28.29,62.44
2002,"MACEDONIA, FYR",MKD,-0.20,0.22,7.00,45.10,31.22,57.56
2003,"MACEDONIA, FYR",MKD,-0.19,0.18,8.00,47.55,33.66,56.59
2004,"MACEDONIA, FYR",MKD,-0.04,0.18,9.00,53.92,41.95,63.41
2005,"MACEDONIA, FYR",MKD,-0.19,0.17,9.00,48.53,35.61,56.10
2006,"MACEDONIA, FYR",MKD,-0.04,0.19,9.00,53.43,42.44,58.05
2007,"MACEDONIA, FYR",MKD,0.11,0.19,9.00,56.80,50.24,64.73
2008,"MACEDONIA, FYR",MKD,0.23,0.18,9.00,57.77,52.17,67.15
2009,"MACEDONIA, FYR",MKD,0.30,0.17,9.00,61.24,53.33,70.48
2010,"MACEDONIA, FYR",MKD,0.33,0.17,9.00,60.77,53.33,70.95
2011,"MACEDONIA, FYR",MKD,0.33,0.17,8.00,60.66,53.77,71.70
2012,"MACEDONIA, FYR",MKD,0.36,0.18,9.00,62.09,54.25,73.11
2013,"MACEDONIA, FYR",MKD,0.33,0.18,9.00,62.56,53.77,73.11
2014,"MACEDONIA, FYR",MKD,0.47,0.19,9.00,67.31,56.46,75.60
2015,"MACEDONIA, FYR",MKD,0.45,0.18,9.00,66.83,57.42,73.68
1996,MADAGASCAR,MDG,-1.05,0.40,3.00,17.16,4.39,35.12
1998,MADAGASCAR,MDG,-0.82,0.30,5.00,20.59,9.76,36.10
2000,MADAGASCAR,MDG,-0.45,0.27,5.00,32.35,17.56,53.66
2002,MADAGASCAR,MDG,-0.28,0.23,6.00,42.65,25.85,57.07
2003,MADAGASCAR,MDG,-0.29,0.19,7.00,44.12,27.80,54.63
2004,MADAGASCAR,MDG,-0.32,0.19,8.00,43.63,27.80,55.12
2005,MADAGASCAR,MDG,-0.24,0.17,8.00,47.06,31.71,54.63
2006,MADAGASCAR,MDG,-0.17,0.17,10.00,49.02,34.15,55.12
2007,MADAGASCAR,MDG,-0.20,0.17,10.00,49.03,32.85,56.04
2008,MADAGASCAR,MDG,-0.31,0.17,10.00,44.17,30.92,53.14
2009,MADAGASCAR,MDG,-0.50,0.16,10.00,33.97,24.29,45.71
2010,MADAGASCAR,MDG,-0.56,0.16,10.00,32.54,22.86,41.90
2011,MADAGASCAR,MDG,-0.52,0.16,10.00,34.12,23.58,43.40
2012,MADAGASCAR,MDG,-0.56,0.17,11.00,31.75,22.17,43.40
2013,MADAGASCAR,MDG,-0.65,0.17,11.00,28.44,19.81,38.21
2014,MADAGASCAR,MDG,-0.69,0.17,11.00,27.88,17.22,36.84
2015,MADAGASCAR,MDG,-0.76,0.17,11.00,25.96,13.40,34.93
1996,MALAWI,MWI,-0.29,0.32,4.00,38.73,21.95,59.51
1998,MALAWI,MWI,-0.23,0.27,6.00,40.69,23.90,57.07
2000,MALAWI,MWI,-0.22,0.24,6.00,40.20,25.37,57.56
2002,MALAWI,MWI,-0.51,0.21,7.00,34.31,20.00,46.83
2003,MALAWI,MWI,-0.46,0.18,8.00,37.25,21.46,48.29
2004,MALAWI,MWI,-0.52,0.17,9.00,31.37,20.49,46.34
2005,MALAWI,MWI,-0.47,0.16,9.00,35.78,24.39,48.29
2006,MALAWI,MWI,-0.50,0.18,9.00,32.84,21.46,47.32
2007,MALAWI,MWI,-0.45,0.18,8.00,34.95,22.71,50.72
2008,MALAWI,MWI,-0.48,0.17,9.00,35.44,23.19,47.83
2009,MALAWI,MWI,-0.44,0.17,9.00,35.89,25.71,47.62
2010,MALAWI,MWI,-0.57,0.17,9.00,31.58,22.38,41.90
2011,MALAWI,MWI,-0.70,0.17,9.00,27.01,18.87,35.38
2012,MALAWI,MWI,-0.70,0.18,10.00,26.54,18.40,37.26
2013,MALAWI,MWI,-0.68,0.17,10.00,26.54,18.40,37.26
2014,MALAWI,MWI,-0.78,0.18,10.00,25.48,12.92,33.01
2015,MALAWI,MWI,-0.82,0.17,10.00,23.08,12.92,32.06
1996,MALAYSIA,MYS,0.69,0.27,6.00,72.55,59.51,84.39
1998,MALAYSIA,MYS,0.54,0.25,7.00,68.63,55.12,80.49
2000,MALAYSIA,MYS,0.52,0.22,7.00,68.14,57.07,79.51
2002,MALAYSIA,MYS,0.53,0.20,8.00,67.65,59.51,75.12
2003,MALAYSIA,MYS,0.60,0.18,8.00,68.14,62.93,76.10
2004,MALAYSIA,MYS,0.49,0.18,9.00,67.16,61.46,74.63
2005,MALAYSIA,MYS,0.61,0.17,9.00,68.63,61.95,75.61
2006,MALAYSIA,MYS,0.56,0.18,10.00,67.16,58.05,75.61
2007,MALAYSIA,MYS,0.53,0.18,10.00,67.96,57.97,74.88
2008,MALAYSIA,MYS,0.33,0.18,10.00,62.14,54.11,71.50
2009,MALAYSIA,MYS,0.31,0.17,10.00,61.72,53.81,70.48
2010,MALAYSIA,MYS,0.60,0.17,10.00,70.81,60.48,77.14
2011,MALAYSIA,MYS,0.59,0.16,11.00,71.09,60.38,76.89
2012,MALAYSIA,MYS,0.58,0.17,11.00,70.62,59.91,76.89
2013,MALAYSIA,MYS,0.65,0.17,11.00,73.46,62.74,78.77
2014,MALAYSIA,MYS,0.84,0.19,10.00,75.96,70.33,84.21
2015,MALAYSIA,MYS,0.77,0.17,11.00,74.52,68.42,80.38
1996,MALDIVES,MDV,1.00,0.48,1.00,82.35,58.54,97.56
1998,MALDIVES,MDV,0.81,0.40,2.00,75.98,56.10,93.17
2000,MALDIVES,MDV,0.66,0.35,3.00,72.55,55.61,88.78
2002,MALDIVES,MDV,0.74,0.32,3.00,73.53,59.51,86.83
2003,MALDIVES,MDV,0.57,0.25,3.00,66.67,56.59,78.54
2004,MALDIVES,MDV,-0.10,0.25,4.00,50.49,31.71,64.39
2005,MALDIVES,MDV,0.44,0.23,4.00,63.73,55.12,71.71
2006,MALDIVES,MDV,0.37,0.26,4.00,62.75,52.20,73.17
2007,MALDIVES,MDV,0.04,0.27,4.00,54.37,38.65,65.70
2008,MALDIVES,MDV,-0.39,0.22,5.00,39.81,23.19,53.62
2009,MALDIVES,MDV,-0.41,0.22,5.00,37.32,24.29,51.43
2010,MALDIVES,MDV,-0.39,0.22,5.00,37.80,24.76,52.38
2011,MALDIVES,MDV,-0.40,0.21,5.00,37.44,24.06,51.89
2012,MALDIVES,MDV,-0.40,0.23,5.00,37.91,24.53,53.30
2013,MALDIVES,MDV,-0.45,0.24,5.00,35.55,23.11,51.89
2014,MALDIVES,MDV,-0.36,0.28,4.00,39.90,23.44,55.02
2015,MALDIVES,MDV,-0.42,0.26,4.00,37.50,21.53,54.55
1996,MALI,MLI,-0.48,0.40,3.00,29.41,14.63,57.07
1998,MALI,MLI,-0.23,0.30,5.00,39.71,22.44,58.54
2000,MALI,MLI,-0.10,0.27,5.00,49.51,28.78,62.44
2002,MALI,MLI,-0.46,0.23,6.00,36.27,20.00,50.73
2003,MALI,MLI,-0.51,0.19,7.00,32.35,20.00,47.32
2004,MALI,MLI,-0.46,0.19,8.00,35.29,22.44,49.27
2005,MALI,MLI,-0.51,0.17,8.00,32.35,22.93,48.29
2006,MALI,MLI,-0.44,0.18,9.00,36.27,23.41,50.73
2007,MALI,MLI,-0.34,0.18,9.00,41.26,27.05,52.66
2008,MALI,MLI,-0.39,0.18,9.00,39.32,27.05,52.17
2009,MALI,MLI,-0.39,0.16,10.00,38.28,27.14,49.05
2010,MALI,MLI,-0.48,0.16,10.00,35.41,24.76,45.24
2011,MALI,MLI,-0.38,0.16,10.00,37.91,28.30,49.06
2012,MALI,MLI,-0.41,0.18,10.00,37.44,26.42,47.17
2013,MALI,MLI,-0.49,0.18,10.00,34.12,24.06,45.75
2014,MALI,MLI,-0.59,0.18,10.00,30.29,19.62,43.06
2015,MALI,MLI,-0.57,0.17,10.00,30.29,21.53,43.54
1996,MALTA,MLT,0.92,0.40,3.00,78.43,60.00,95.61
1998,MALTA,MLT,1.01,0.40,3.00,81.37,62.93,95.61
2000,MALTA,MLT,1.08,0.37,3.00,83.33,66.83,94.63
2002,MALTA,MLT,1.05,0.30,3.00,80.88,68.78,92.68
2003,MALTA,MLT,1.16,0.24,4.00,84.31,73.66,92.68
2004,MALTA,MLT,1.13,0.25,4.00,81.37,73.17,92.68
2005,MALTA,MLT,1.04,0.21,4.00,78.92,71.22,90.24
2006,MALTA,MLT,1.10,0.23,5.00,84.31,72.20,91.71
2007,MALTA,MLT,1.14,0.24,5.00,84.95,72.95,92.75
2008,MALTA,MLT,1.20,0.26,5.00,86.41,73.91,94.69
2009,MALTA,MLT,1.37,0.24,6.00,88.52,79.05,97.14
2010,MALTA,MLT,1.43,0.25,6.00,90.43,81.43,98.57
2011,MALTA,MLT,1.33,0.25,6.00,88.15,77.83,95.75
2012,MALTA,MLT,1.33,0.26,6.00,89.10,76.89,95.75
2013,MALTA,MLT,1.30,0.26,6.00,87.68,77.36,94.81
2014,MALTA,MLT,1.10,0.26,6.00,82.69,73.21,91.87
2015,MALTA,MLT,1.17,0.26,6.00,84.62,73.68,91.87
1996,MARSHALL ISLANDS,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,MARSHALL ISLANDS,MHL,-0.83,0.59,1.00,20.10,5.37,55.12
2000,MARSHALL ISLANDS,MHL,-0.70,0.50,2.00,22.55,6.83,56.10
2002,MARSHALL ISLANDS,MHL,-0.53,0.54,2.00,32.84,7.32,63.41
2003,MARSHALL ISLANDS,MHL,-0.51,0.42,2.00,31.86,12.68,58.05
2004,MARSHALL ISLANDS,MHL,-0.85,0.41,2.00,18.63,5.37,48.78
2005,MARSHALL ISLANDS,MHL,-0.77,0.50,2.00,23.04,4.39,55.12
2006,MARSHALL ISLANDS,MHL,-0.95,0.46,2.00,17.65,2.93,48.29
2007,MARSHALL ISLANDS,MHL,-0.92,0.39,2.00,18.45,4.35,43.96
2008,MARSHALL ISLANDS,MHL,-0.70,0.32,2.00,26.21,9.66,48.79
2009,MARSHALL ISLANDS,MHL,-1.00,0.27,3.00,17.22,6.19,33.33
2010,MARSHALL ISLANDS,MHL,-0.99,0.26,3.00,18.18,6.19,32.86
2011,MARSHALL ISLANDS,MHL,-1.01,0.26,3.00,16.59,6.60,31.60
2012,MARSHALL ISLANDS,MHL,-1.05,0.28,3.00,14.69,5.19,29.72
2013,MARSHALL ISLANDS,MHL,-1.09,0.32,2.00,13.74,3.30,31.13
2014,MARSHALL ISLANDS,MHL,-0.96,0.37,2.00,17.79,4.78,40.19
2015,MARSHALL ISLANDS,MHL,-1.12,0.35,2.00,12.02,2.87,32.06
1996,MARTINIQUE,MTQ,1.00,0.48,1.00,82.35,58.54,97.56
1998,MARTINIQUE,MTQ,1.01,0.49,1.00,83.33,57.07,97.56
2000,MARTINIQUE,MTQ,0.99,0.45,1.00,82.35,60.98,95.12
2002,MARTINIQUE,MTQ,0.92,0.38,1.00,77.94,61.46,92.68
2003,MARTINIQUE,MTQ,0.90,0.29,1.00,76.96,65.37,89.27
2004,MARTINIQUE,MTQ,0.78,0.33,1.00,74.51,62.93,86.83
2005,MARTINIQUE,MTQ,0.85,0.25,1.00,75.00,62.93,87.80
2006,MARTINIQUE,MTQ,0.85,0.32,1.00,75.49,60.49,91.22
2007,MARTINIQUE,MTQ,0.86,0.37,1.00,77.18,58.45,91.30
2008,MARTINIQUE,MTQ,0.88,0.39,1.00,78.64,57.49,92.27
2009,MARTINIQUE,MTQ,0.88,0.44,1.00,77.03,56.67,94.76
2010,MARTINIQUE,MTQ,0.87,0.48,1.00,77.03,53.81,95.24
2011,MARTINIQUE,MTQ,0.87,0.49,1.00,77.73,54.25,95.28
2012,MARTINIQUE,MTQ,0.84,0.52,1.00,76.78,53.30,95.28
2013,MARTINIQUE,MTQ,0.85,0.51,1.00,76.78,53.30,94.81
2014,MARTINIQUE,MTQ,1.19,0.53,1.00,86.54,64.11,99.52
2015,MARTINIQUE,MTQ,1.25,0.47,1.00,86.06,67.94,99.04
1996,MAURITANIA,MRT,-0.55,0.42,2.00,27.45,11.22,56.59
1998,MAURITANIA,MRT,-0.59,0.30,4.00,25.49,14.15,50.24
2000,MAURITANIA,MRT,-0.42,0.28,4.00,33.33,18.05,55.12
2002,MAURITANIA,MRT,0.31,0.28,4.00,62.25,47.80,74.15
2003,MAURITANIA,MRT,-0.08,0.24,4.00,50.98,34.63,63.41
2004,MAURITANIA,MRT,-0.07,0.23,5.00,51.96,36.59,64.39
2005,MAURITANIA,MRT,-0.37,0.19,6.00,43.14,24.88,52.68
2006,MAURITANIA,MRT,-0.41,0.19,8.00,39.71,23.41,51.22
2007,MAURITANIA,MRT,-0.44,0.19,8.00,35.44,22.71,51.21
2008,MAURITANIA,MRT,-0.63,0.18,8.00,29.13,17.39,43.00
2009,MAURITANIA,MRT,-0.67,0.17,9.00,26.79,19.05,38.10
2010,MAURITANIA,MRT,-0.82,0.17,9.00,22.97,13.81,33.33
2011,MAURITANIA,MRT,-0.77,0.16,9.00,23.70,14.62,34.91
2012,MAURITANIA,MRT,-0.63,0.18,9.00,28.91,21.23,41.51
2013,MAURITANIA,MRT,-0.65,0.18,9.00,27.49,18.87,38.21
2014,MAURITANIA,MRT,-0.78,0.19,9.00,25.96,12.44,33.49
2015,MAURITANIA,MRT,-0.86,0.18,9.00,21.15,11.48,30.62
1996,MAURITIUS,MUS,-0.02,0.48,1.00,50.49,22.93,75.61
1998,MAURITIUS,MUS,0.40,0.31,4.00,65.20,47.80,80.00
2000,MAURITIUS,MUS,0.58,0.25,5.00,69.61,57.07,82.44
2002,MAURITIUS,MUS,0.55,0.24,6.00,68.14,57.07,79.02
2003,MAURITIUS,MUS,0.58,0.19,7.00,67.16,61.95,76.10
2004,MAURITIUS,MUS,0.42,0.18,8.00,65.20,58.05,73.17
2005,MAURITIUS,MUS,0.44,0.17,8.00,63.24,57.07,71.22
2006,MAURITIUS,MUS,0.56,0.18,9.00,66.67,58.05,75.61
2007,MAURITIUS,MUS,0.53,0.18,9.00,68.45,57.97,74.88
2008,MAURITIUS,MUS,0.80,0.17,9.00,74.27,67.15,81.64
2009,MAURITIUS,MUS,0.87,0.17,9.00,76.08,70.48,84.29
2010,MAURITIUS,MUS,0.90,0.17,9.00,77.99,71.43,84.29
2011,MAURITIUS,MUS,0.85,0.16,9.00,76.78,70.75,82.55
2012,MAURITIUS,MUS,1.00,0.18,9.00,79.62,74.06,87.74
2013,MAURITIUS,MUS,0.94,0.18,9.00,79.62,73.58,86.32
2014,MAURITIUS,MUS,1.12,0.19,9.00,83.65,75.60,89.95
2015,MAURITIUS,MUS,1.09,0.18,9.00,82.21,75.60,89.95
1996,MEXICO,MEX,0.39,0.27,6.00,64.71,49.76,76.10
1998,MEXICO,MEX,0.28,0.25,7.00,61.27,46.83,73.66
2000,MEXICO,MEX,0.29,0.22,7.00,62.25,51.71,71.71
2002,MEXICO,MEX,0.46,0.20,8.00,64.71,57.07,74.63
2003,MEXICO,MEX,0.38,0.18,8.00,64.71,56.10,70.73
2004,MEXICO,MEX,0.44,0.18,9.00,65.69,59.51,74.15
2005,MEXICO,MEX,0.28,0.17,9.00,61.27,54.15,65.85
2006,MEXICO,MEX,0.38,0.18,10.00,63.73,55.12,71.22
2007,MEXICO,MEX,0.39,0.18,10.00,63.59,56.04,71.98
2008,MEXICO,MEX,0.34,0.18,10.00,62.62,54.11,71.50
2009,MEXICO,MEX,0.23,0.17,10.00,57.42,51.90,67.62
2010,MEXICO,MEX,0.26,0.17,10.00,58.37,53.33,69.52
2011,MEXICO,MEX,0.29,0.16,11.00,58.77,53.30,70.75
2012,MEXICO,MEX,0.48,0.17,11.00,67.77,57.08,75.00
2013,MEXICO,MEX,0.47,0.17,11.00,67.30,57.55,74.53
2014,MEXICO,MEX,0.43,0.18,11.00,66.83,55.98,74.16
2015,MEXICO,MEX,0.40,0.17,11.00,66.35,55.98,72.73
1996,"MICRONESIA, FED. STS.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,"MICRONESIA, FED. STS.",FSM,-0.83,0.59,1.00,20.10,5.37,55.12
2000,"MICRONESIA, FED. STS.",FSM,-0.88,0.50,2.00,18.14,6.83,52.68
2002,"MICRONESIA, FED. STS.",FSM,-0.61,0.54,2.00,27.45,6.34,60.98
2003,"MICRONESIA, FED. STS.",FSM,-0.47,0.42,2.00,35.78,13.17,60.49
2004,"MICRONESIA, FED. STS.",FSM,-0.02,0.27,3.00,54.90,36.10,64.88
2005,"MICRONESIA, FED. STS.",FSM,0.24,0.23,3.00,59.80,50.24,68.78
2006,"MICRONESIA, FED. STS.",FSM,0.17,0.27,3.00,57.35,44.88,69.76
2007,"MICRONESIA, FED. STS.",FSM,-0.38,0.28,3.00,38.83,21.74,56.04
2008,"MICRONESIA, FED. STS.",FSM,-0.59,0.24,4.00,30.58,16.43,47.34
2009,"MICRONESIA, FED. STS.",FSM,-0.86,0.24,4.00,21.05,8.10,34.76
2010,"MICRONESIA, FED. STS.",FSM,-0.92,0.24,4.00,19.14,7.62,33.81
2011,"MICRONESIA, FED. STS.",FSM,-0.93,0.23,4.00,20.38,8.02,32.55
2012,"MICRONESIA, FED. STS.",FSM,-0.97,0.24,4.00,18.48,8.02,31.60
2013,"MICRONESIA, FED. STS.",FSM,-0.96,0.25,4.00,18.48,7.55,32.08
2014,"MICRONESIA, FED. STS.",FSM,-1.05,0.28,4.00,13.46,4.78,29.67
2015,"MICRONESIA, FED. STS.",FSM,-0.99,0.26,4.00,15.38,5.74,30.62
1996,MOLDOVA,MDA,0.02,0.32,4.00,53.43,29.27,68.78
1998,MOLDOVA,MDA,-0.20,0.27,6.00,42.65,24.39,58.05
2000,MOLDOVA,MDA,-0.28,0.25,7.00,38.24,23.90,56.10
2002,MOLDOVA,MDA,-0.41,0.21,8.00,38.73,21.95,50.73
2003,MOLDOVA,MDA,-0.47,0.18,8.00,35.29,21.46,48.29
2004,MOLDOVA,MDA,-0.44,0.18,9.00,36.76,22.44,49.27
2005,MOLDOVA,MDA,-0.46,0.17,10.00,36.27,24.39,48.78
2006,MOLDOVA,MDA,-0.35,0.18,10.00,42.16,26.34,53.17
2007,MOLDOVA,MDA,-0.28,0.18,10.00,43.69,29.47,53.62
2008,MOLDOVA,MDA,-0.17,0.18,10.00,50.00,36.23,55.07
2009,MOLDOVA,MDA,-0.13,0.17,9.00,48.80,37.62,55.71
2010,MOLDOVA,MDA,-0.10,0.16,10.00,49.28,39.52,55.71
2011,MOLDOVA,MDA,-0.08,0.16,10.00,51.18,39.15,56.13
2012,MOLDOVA,MDA,-0.10,0.17,11.00,49.29,39.62,56.60
2013,MOLDOVA,MDA,-0.07,0.17,11.00,49.76,39.15,58.02
2014,MOLDOVA,MDA,0.02,0.18,11.00,54.33,44.50,64.11
2015,MOLDOVA,MDA,-0.05,0.17,11.00,51.44,42.11,60.29
1996,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1998,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1996,MONGOLIA,MNG,-0.19,0.40,3.00,44.61,20.98,65.85
1998,MONGOLIA,MNG,-0.11,0.35,4.00,48.53,23.90,67.32
2000,MONGOLIA,MNG,-0.10,0.31,5.00,50.00,25.85,64.88
2002,MONGOLIA,MNG,-0.09,0.24,6.00,50.49,35.12,62.44
2003,MONGOLIA,MNG,-0.46,0.20,6.00,37.75,20.98,49.27
2004,MONGOLIA,MNG,-0.38,0.20,7.00,40.69,22.93,52.68
2005,MONGOLIA,MNG,-0.44,0.18,8.00,37.25,24.39,50.24
2006,MONGOLIA,MNG,-0.30,0.18,9.00,44.61,28.78,54.63
2007,MONGOLIA,MNG,-0.26,0.18,9.00,45.63,29.47,53.62
2008,MONGOLIA,MNG,-0.33,0.17,10.00,43.20,29.47,53.14
2009,MONGOLIA,MNG,-0.28,0.15,12.00,44.02,33.33,52.86
