Year,Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper
2015,LIBERIA,LBR,-0.87,0.14,15.00,19.23,11.96,29.67
1996,LIBYA,LBY,-1.06,0.21,5.00,15.31,8.57,28.10
1998,LIBYA,LBY,-0.98,0.22,5.00,17.70,8.10,30.95
2000,LIBYA,LBY,-0.84,0.18,5.00,26.32,13.33,33.81
2002,LIBYA,LBY,-1.03,0.20,6.00,17.70,7.62,29.52
2003,LIBYA,LBY,-0.79,0.20,6.00,25.84,13.33,40.48
2004,LIBYA,LBY,-0.81,0.19,8.00,22.01,14.29,37.14
2005,LIBYA,LBY,-0.87,0.19,8.00,22.01,10.95,36.19
2006,LIBYA,LBY,-0.99,0.20,8.00,16.75,7.62,30.00
2007,LIBYA,LBY,-0.81,0.18,9.00,22.97,12.38,37.14
2008,LIBYA,LBY,-0.70,0.17,10.00,28.37,18.18,40.19
2009,LIBYA,LBY,-0.85,0.16,11.00,20.85,14.15,35.38
2010,LIBYA,LBY,-0.94,0.15,12.00,18.96,10.85,30.66
2011,LIBYA,LBY,-1.18,0.15,11.00,12.68,4.21,19.16
2012,LIBYA,LBY,-1.14,0.15,12.00,12.68,4.67,21.50
2013,LIBYA,LBY,-1.36,0.15,13.00,5.63,1.87,13.55
2014,LIBYA,LBY,-1.53,0.16,11.00,2.88,0.96,7.66
2015,LIBYA,LBY,-1.69,0.17,9.00,1.92,0.96,5.26
1996,LIECHTENSTEIN,LIE,1.46,0.37,2.00,92.82,78.10,100.00
1998,LIECHTENSTEIN,LIE,1.51,0.34,2.00,92.34,80.00,100.00
2000,LIECHTENSTEIN,LIE,1.50,0.28,2.00,92.34,83.33,100.00
2002,LIECHTENSTEIN,LIE,1.49,0.34,2.00,92.34,78.57,100.00
2003,LIECHTENSTEIN,LIE,1.24,0.32,2.00,88.04,72.38,95.24
2004,LIECHTENSTEIN,LIE,1.10,0.32,2.00,84.21,66.67,93.81
2005,LIECHTENSTEIN,LIE,1.02,0.33,2.00,83.25,62.86,91.90
2006,LIECHTENSTEIN,LIE,1.15,0.35,2.00,88.04,66.19,93.81
2007,LIECHTENSTEIN,LIE,1.45,0.34,2.00,90.43,78.57,100.00
2008,LIECHTENSTEIN,LIE,1.46,0.32,2.00,89.90,81.34,100.00
2009,LIECHTENSTEIN,LIE,1.61,0.22,3.00,92.42,86.79,100.00
2010,LIECHTENSTEIN,LIE,1.62,0.23,3.00,91.94,87.26,100.00
2011,LIECHTENSTEIN,LIE,1.62,0.21,3.00,92.02,86.45,100.00
2012,LIECHTENSTEIN,LIE,1.61,0.22,3.00,91.08,86.45,100.00
2013,LIECHTENSTEIN,LIE,1.60,0.22,3.00,91.55,86.45,99.07
2014,LIECHTENSTEIN,LIE,1.75,0.28,2.00,91.35,86.12,100.00
2015,LIECHTENSTEIN,LIE,1.71,0.26,2.00,91.35,85.17,100.00
1996,LITHUANIA,LTU,0.36,0.20,5.00,60.77,51.90,67.14
1998,LITHUANIA,LTU,0.48,0.20,7.00,66.03,55.71,75.24
2000,LITHUANIA,LTU,0.24,0.15,10.00,58.85,50.95,63.33
2002,LITHUANIA,LTU,0.35,0.16,11.00,61.72,55.71,67.14
2003,LITHUANIA,LTU,0.49,0.17,11.00,63.16,59.05,72.86
2004,LITHUANIA,LTU,0.58,0.15,11.00,67.46,60.48,75.24
2005,LITHUANIA,LTU,0.58,0.15,11.00,66.03,60.00,76.67
2006,LITHUANIA,LTU,0.66,0.15,12.00,68.90,62.86,78.10
2007,LITHUANIA,LTU,0.67,0.14,14.00,71.29,61.90,79.05
2008,LITHUANIA,LTU,0.68,0.14,15.00,70.67,63.64,79.90
2009,LITHUANIA,LTU,0.70,0.14,14.00,70.62,63.21,78.30
2010,LITHUANIA,LTU,0.75,0.14,14.00,72.51,66.04,80.19
2011,LITHUANIA,LTU,0.76,0.13,13.00,73.24,65.89,79.91
2012,LITHUANIA,LTU,0.82,0.14,13.00,73.24,67.76,81.78
2013,LITHUANIA,LTU,0.80,0.14,13.00,74.18,67.29,82.71
2014,LITHUANIA,LTU,0.91,0.15,12.00,78.85,75.12,84.69
2015,LITHUANIA,LTU,0.98,0.15,12.00,81.25,75.12,85.17
1996,LUXEMBOURG,LUX,1.68,0.25,6.00,96.65,89.05,100.00
1998,LUXEMBOURG,LUX,1.78,0.24,6.00,97.13,91.43,100.00
2000,LUXEMBOURG,LUX,1.80,0.20,6.00,97.61,91.43,100.00
2002,LUXEMBOURG,LUX,1.86,0.24,5.00,97.61,91.43,100.00
2003,LUXEMBOURG,LUX,1.84,0.21,6.00,96.17,91.43,100.00
2004,LUXEMBOURG,LUX,1.88,0.21,7.00,97.13,92.38,100.00
2005,LUXEMBOURG,LUX,1.83,0.20,7.00,96.65,90.95,100.00
2006,LUXEMBOURG,LUX,1.68,0.17,8.00,93.30,90.00,99.52
2007,LUXEMBOURG,LUX,1.75,0.17,8.00,95.22,90.48,100.00
2008,LUXEMBOURG,LUX,1.80,0.17,8.00,96.15,90.91,100.00
2009,LUXEMBOURG,LUX,1.82,0.17,9.00,97.63,91.04,100.00
2010,LUXEMBOURG,LUX,1.83,0.17,9.00,97.63,91.04,100.00
2011,LUXEMBOURG,LUX,1.80,0.16,9.00,96.71,90.19,100.00
2012,LUXEMBOURG,LUX,1.78,0.17,9.00,96.24,90.19,100.00
2013,LUXEMBOURG,LUX,1.80,0.17,9.00,96.24,90.19,100.00
2014,LUXEMBOURG,LUX,1.90,0.18,8.00,95.67,89.00,100.00
2015,LUXEMBOURG,LUX,1.86,0.17,8.00,96.15,89.47,100.00
1996,"MACAO SAR, CHINA",MAC,0.15,0.39,1.00,55.98,33.81,76.19
1998,"MACAO SAR, CHINA",MAC,0.17,0.36,1.00,56.46,36.19,74.76
2000,"MACAO SAR, CHINA",MAC,0.15,0.29,1.00,56.46,42.38,69.05
2002,"MACAO SAR, CHINA",MAC,0.68,0.36,1.00,70.33,55.71,87.14
2003,"MACAO SAR, CHINA",MAC,1.20,0.33,1.00,86.12,70.48,95.24
2004,"MACAO SAR, CHINA",MAC,1.39,0.34,1.00,90.43,75.24,98.10
2005,"MACAO SAR, CHINA",MAC,0.78,0.34,2.00,73.68,58.10,90.00
2006,"MACAO SAR, CHINA",MAC,0.50,0.38,2.00,63.64,50.95,87.62
2007,"MACAO SAR, CHINA",MAC,0.35,0.36,2.00,59.81,47.62,81.90
2008,"MACAO SAR, CHINA",MAC,0.45,0.28,3.00,63.46,54.07,80.38
2009,"MACAO SAR, CHINA",MAC,0.68,0.20,4.00,69.67,61.79,82.55
2010,"MACAO SAR, CHINA",MAC,0.70,0.20,4.00,70.62,62.74,82.55
2011,"MACAO SAR, CHINA",MAC,0.69,0.18,4.00,70.42,62.15,79.91
2012,"MACAO SAR, CHINA",MAC,0.65,0.19,4.00,69.95,62.15,79.44
2013,"MACAO SAR, CHINA",MAC,0.64,0.20,4.00,69.95,61.68,80.37
2014,"MACAO SAR, CHINA",MAC,0.93,0.22,4.00,79.33,72.25,86.12
2015,"MACAO SAR, CHINA",MAC,0.91,0.21,4.00,79.81,71.29,85.17
1996,"MACEDONIA, FYR",MKD,-0.41,0.21,4.00,36.84,27.62,49.05
1998,"MACEDONIA, FYR",MKD,-0.48,0.21,5.00,34.93,22.86,47.62
2000,"MACEDONIA, FYR",MKD,-0.66,0.17,7.00,31.58,19.52,40.00
2002,"MACEDONIA, FYR",MKD,-0.63,0.18,9.00,33.01,20.95,43.81
2003,"MACEDONIA, FYR",MKD,-0.56,0.17,10.00,33.97,23.81,44.29
2004,"MACEDONIA, FYR",MKD,-0.25,0.15,11.00,44.98,37.14,53.33
2005,"MACEDONIA, FYR",MKD,-0.37,0.16,11.00,41.15,32.86,50.95
2006,"MACEDONIA, FYR",MKD,-0.57,0.16,12.00,35.41,23.81,45.71
2007,"MACEDONIA, FYR",MKD,-0.46,0.16,12.00,40.67,26.67,49.05
2008,"MACEDONIA, FYR",MKD,-0.37,0.15,13.00,42.79,33.49,52.15
2009,"MACEDONIA, FYR",MKD,-0.27,0.14,13.00,46.92,37.26,54.25
2010,"MACEDONIA, FYR",MKD,-0.28,0.14,13.00,46.92,36.32,54.25
2011,"MACEDONIA, FYR",MKD,-0.26,0.13,11.00,48.36,39.72,54.67
2012,"MACEDONIA, FYR",MKD,-0.23,0.13,12.00,48.36,42.06,55.61
2013,"MACEDONIA, FYR",MKD,-0.19,0.13,12.00,49.77,42.99,54.67
2014,"MACEDONIA, FYR",MKD,-0.03,0.14,11.00,56.73,46.89,64.11
2015,"MACEDONIA, FYR",MKD,-0.17,0.14,11.00,50.48,40.19,59.33
1996,MADAGASCAR,MDG,-0.53,0.31,4.00,33.01,16.67,49.52
1998,MADAGASCAR,MDG,-0.58,0.26,6.00,32.54,17.62,47.14
2000,MADAGASCAR,MDG,-0.25,0.23,6.00,43.54,32.38,55.24
2002,MADAGASCAR,MDG,-0.27,0.22,7.00,46.41,32.86,56.19
2003,MADAGASCAR,MDG,-0.20,0.21,9.00,45.93,34.76,55.71
2004,MADAGASCAR,MDG,-0.20,0.19,10.00,46.89,36.67,56.67
2005,MADAGASCAR,MDG,-0.32,0.17,11.00,43.06,33.33,52.86
2006,MADAGASCAR,MDG,-0.43,0.14,14.00,42.11,30.00,50.00
2007,MADAGASCAR,MDG,-0.37,0.15,14.00,44.50,33.33,50.95
2008,MADAGASCAR,MDG,-0.45,0.14,14.00,38.46,29.67,49.76
2009,MADAGASCAR,MDG,-0.73,0.14,14.00,28.44,17.45,37.26
2010,MADAGASCAR,MDG,-0.85,0.14,15.00,22.75,13.21,32.08
2011,MADAGASCAR,MDG,-0.86,0.13,15.00,21.60,14.49,30.84
2012,MADAGASCAR,MDG,-0.89,0.13,16.00,20.66,13.08,31.31
2013,MADAGASCAR,MDG,-0.91,0.13,17.00,19.72,13.08,29.91
2014,MADAGASCAR,MDG,-0.74,0.14,15.00,25.00,15.31,35.41
2015,MADAGASCAR,MDG,-0.69,0.14,15.00,28.85,17.22,37.80
1996,MALAWI,MWI,-0.45,0.21,5.00,35.41,25.71,49.05
1998,MALAWI,MWI,-0.48,0.21,7.00,35.41,23.33,47.14
2000,MALAWI,MWI,-0.50,0.17,7.00,34.45,27.14,44.76
2002,MALAWI,MWI,-0.47,0.18,10.00,36.84,27.62,48.10
2003,MALAWI,MWI,-0.25,0.17,11.00,44.50,35.71,53.33
2004,MALAWI,MWI,-0.12,0.16,12.00,49.76,40.95,58.10
2005,MALAWI,MWI,-0.12,0.15,13.00,50.24,40.95,56.67
2006,MALAWI,MWI,-0.25,0.15,14.00,48.80,39.52,54.76
2007,MALAWI,MWI,-0.18,0.16,14.00,50.24,41.43,55.71
2008,MALAWI,MWI,-0.13,0.15,15.00,51.92,41.63,56.94
2009,MALAWI,MWI,-0.12,0.14,15.00,52.13,43.87,58.02
2010,MALAWI,MWI,-0.14,0.14,15.00,50.71,43.40,57.55
2011,MALAWI,MWI,-0.17,0.14,15.00,50.23,42.99,57.01
2012,MALAWI,MWI,-0.23,0.14,16.00,47.89,41.12,56.07
2013,MALAWI,MWI,-0.18,0.13,16.00,50.23,43.46,55.14
2014,MALAWI,MWI,-0.30,0.14,14.00,45.67,35.41,55.98
2015,MALAWI,MWI,-0.33,0.14,14.00,44.23,32.54,54.07
1996,MALAYSIA,MYS,0.61,0.19,7.00,65.07,60.00,78.57
1998,MALAYSIA,MYS,0.36,0.19,8.00,61.24,52.86,71.43
2000,MALAYSIA,MYS,0.31,0.16,9.00,60.77,53.81,65.24
2002,MALAYSIA,MYS,0.50,0.17,10.00,64.11,59.05,72.86
2003,MALAYSIA,MYS,0.57,0.17,11.00,67.94,60.95,76.19
2004,MALAYSIA,MYS,0.59,0.16,12.00,68.42,60.48,75.24
2005,MALAYSIA,MYS,0.57,0.16,12.00,65.55,60.00,76.67
2006,MALAYSIA,MYS,0.53,0.15,14.00,65.55,60.00,70.95
2007,MALAYSIA,MYS,0.50,0.15,14.00,64.59,59.05,72.38
2008,MALAYSIA,MYS,0.38,0.14,14.00,61.06,57.89,68.90
2009,MALAYSIA,MYS,0.49,0.14,14.00,64.45,61.32,70.75
2010,MALAYSIA,MYS,0.53,0.14,15.00,65.88,62.26,72.64
2011,MALAYSIA,MYS,0.52,0.13,16.00,65.26,62.15,71.03
2012,MALAYSIA,MYS,0.50,0.13,16.00,66.20,61.68,71.96
2013,MALAYSIA,MYS,0.47,0.14,15.00,64.79,59.35,72.43
2014,MALAYSIA,MYS,0.64,0.15,12.00,74.52,67.94,77.99
2015,MALAYSIA,MYS,0.57,0.14,13.00,71.63,66.03,76.56
1996,MALDIVES,MDV,0.53,0.37,2.00,63.64,49.05,85.71
1998,MALDIVES,MDV,0.17,0.32,3.00,56.94,40.00,71.43
2000,MALDIVES,MDV,0.37,0.25,4.00,62.20,50.48,71.90
2002,MALDIVES,MDV,0.07,0.26,4.00,55.50,42.86,64.29
2003,MALDIVES,MDV,0.15,0.25,4.00,57.89,44.29,68.10
2004,MALDIVES,MDV,0.08,0.24,5.00,55.02,43.33,64.29
2005,MALDIVES,MDV,0.22,0.25,5.00,58.37,46.67,68.57
2006,MALDIVES,MDV,0.15,0.27,5.00,56.46,45.71,68.10
2007,MALDIVES,MDV,0.01,0.27,5.00,54.07,41.90,63.33
2008,MALDIVES,MDV,-0.15,0.21,7.00,50.96,37.80,58.37
2009,MALDIVES,MDV,-0.17,0.22,7.00,50.71,36.79,60.38
2010,MALDIVES,MDV,-0.33,0.21,7.00,45.50,30.66,56.13
2011,MALDIVES,MDV,-0.57,0.21,7.00,34.27,19.63,48.60
2012,MALDIVES,MDV,-0.53,0.21,7.00,38.03,21.50,50.00
2013,MALDIVES,MDV,-0.71,0.20,8.00,29.11,14.49,44.39
2014,MALDIVES,MDV,-0.49,0.22,6.00,36.54,20.57,53.59
2015,MALDIVES,MDV,-0.52,0.22,6.00,35.10,19.14,51.67
1996,MALI,MLI,-0.53,0.31,4.00,33.01,16.67,49.52
1998,MALI,MLI,-0.52,0.26,6.00,33.49,19.05,50.00
2000,MALI,MLI,-0.46,0.22,7.00,37.32,26.67,49.52
2002,MALI,MLI,-0.32,0.21,9.00,44.50,30.95,53.81
2003,MALI,MLI,-0.03,0.20,10.00,52.15,43.33,60.95
2004,MALI,MLI,-0.17,0.18,11.00,47.85,37.62,57.14
2005,MALI,MLI,-0.14,0.17,11.00,49.28,40.00,57.14
2006,MALI,MLI,-0.27,0.16,13.00,47.37,38.10,54.29
2007,MALI,MLI,-0.17,0.16,13.00,50.72,42.38,56.67
2008,MALI,MLI,-0.32,0.16,13.00,45.67,35.41,53.59
2009,MALI,MLI,-0.35,0.14,14.00,45.02,35.38,52.36
2010,MALI,MLI,-0.44,0.14,15.00,40.28,30.66,48.11
2011,MALI,MLI,-0.50,0.13,15.00,37.56,28.04,47.66
2012,MALI,MLI,-0.68,0.14,15.00,30.52,19.16,40.19
2013,MALI,MLI,-0.75,0.13,16.00,26.76,16.82,37.85
2014,MALI,MLI,-0.65,0.14,14.00,29.33,18.66,39.23
2015,MALI,MLI,-0.76,0.14,14.00,25.00,15.31,34.93
1996,MALTA,MLT,1.06,0.31,4.00,84.69,64.29,93.81
1998,MALTA,MLT,1.28,0.29,4.00,89.47,75.24,96.19
2000,MALTA,MLT,1.32,0.24,4.00,89.00,78.57,95.71
2002,MALTA,MLT,1.44,0.27,4.00,90.43,80.48,99.05
2003,MALTA,MLT,1.55,0.24,5.00,92.82,84.29,99.05
2004,MALTA,MLT,1.34,0.23,5.00,89.47,81.43,94.29
2005,MALTA,MLT,1.41,0.23,6.00,90.91,83.33,96.19
2006,MALTA,MLT,1.54,0.18,7.00,91.39,89.52,97.62
2007,MALTA,MLT,1.59,0.19,7.00,91.87,88.10,98.57
2008,MALTA,MLT,1.60,0.19,7.00,91.35,88.52,97.61
2009,MALTA,MLT,1.48,0.17,9.00,90.52,86.79,95.75
2010,MALTA,MLT,1.44,0.17,9.00,90.05,85.85,93.40
2011,MALTA,MLT,1.30,0.16,9.00,87.32,82.71,90.65
2012,MALTA,MLT,1.35,0.17,9.00,87.79,83.64,91.59
2013,MALTA,MLT,1.33,0.17,9.00,87.32,84.11,91.59
2014,MALTA,MLT,1.21,0.19,8.00,86.06,77.99,89.00
2015,MALTA,MLT,1.15,0.18,8.00,84.13,77.51,89.00
1996,MARSHALL ISLANDS,MHL,-0.23,0.73,1.00,45.45,8.57,81.90
1998,MARSHALL ISLANDS,MHL,-0.25,0.56,2.00,44.50,12.38,71.43
2000,MARSHALL ISLANDS,MHL,0.01,0.46,3.00,52.63,29.05,71.43
2002,MARSHALL ISLANDS,MHL,0.13,0.37,3.00,57.42,36.67,72.38
2003,MARSHALL ISLANDS,MHL,-0.03,0.37,3.00,51.67,30.00,68.57
2004,MARSHALL ISLANDS,MHL,-0.22,0.34,3.00,45.93,24.76,60.48
2005,MARSHALL ISLANDS,MHL,-0.07,0.37,3.00,52.15,31.43,64.76
2006,MARSHALL ISLANDS,MHL,-0.02,0.38,3.00,53.11,30.95,68.10
2007,MARSHALL ISLANDS,MHL,-0.01,0.40,3.00,53.11,30.00,69.05
2008,MARSHALL ISLANDS,MHL,0.20,0.33,3.00,58.65,44.02,71.29
2009,MARSHALL ISLANDS,MHL,-0.28,0.32,4.00,45.97,22.64,61.32
2010,MARSHALL ISLANDS,MHL,-0.27,0.30,5.00,47.39,26.42,60.85
2011,MARSHALL ISLANDS,MHL,0.12,0.30,5.00,58.22,43.93,68.22
2012,MARSHALL ISLANDS,MHL,0.02,0.29,5.00,56.81,40.19,65.89
2013,MARSHALL ISLANDS,MHL,0.13,0.30,4.00,57.75,44.39,69.63
2014,MARSHALL ISLANDS,MHL,-0.22,0.31,3.00,48.08,25.84,65.55
2015,MARSHALL ISLANDS,MHL,-0.20,0.31,3.00,48.56,26.79,65.55
1996,MARTINIQUE,MTQ,1.19,0.39,1.00,87.08,63.81,98.57
1998,MARTINIQUE,MTQ,1.23,0.36,1.00,88.04,69.52,97.14
2000,MARTINIQUE,MTQ,1.22,0.29,1.00,86.12,71.43,95.24
2002,MARTINIQUE,MTQ,1.21,0.36,1.00,86.12,66.67,96.19
2003,MARTINIQUE,MTQ,0.94,0.33,1.00,79.90,62.86,91.43
2004,MARTINIQUE,MTQ,0.98,0.34,1.00,81.82,63.81,92.38
2005,MARTINIQUE,MTQ,0.88,0.35,1.00,79.90,60.00,90.95
2006,MARTINIQUE,MTQ,0.86,0.39,1.00,76.08,59.05,90.48
2007,MARTINIQUE,MTQ,0.88,0.37,1.00,77.99,59.05,90.48
2008,MARTINIQUE,MTQ,0.89,0.34,1.00,79.33,59.33,89.47
2009,MARTINIQUE,MTQ,0.90,0.38,1.00,78.20,61.32,91.04
2010,MARTINIQUE,MTQ,0.89,0.41,1.00,77.73,61.32,91.04
2011,MARTINIQUE,MTQ,0.87,0.41,1.00,77.00,61.21,90.65
2012,MARTINIQUE,MTQ,0.89,0.40,1.00,76.06,60.28,90.19
2013,MARTINIQUE,MTQ,0.89,0.38,1.00,77.00,59.81,90.19
2014,MARTINIQUE,MTQ,0.02,0.53,1.00,58.65,20.10,77.99
2015,MARTINIQUE,MTQ,-0.02,0.50,1.00,57.21,20.10,76.56
1996,MAURITANIA,MRT,-0.39,0.34,3.00,37.80,20.00,56.67
1998,MAURITANIA,MRT,-0.40,0.28,5.00,36.84,21.43,52.86
2000,MAURITANIA,MRT,-0.35,0.23,5.00,41.15,29.05,52.86
2002,MAURITANIA,MRT,-0.47,0.24,5.00,37.32,24.29,50.00
2003,MAURITANIA,MRT,-0.51,0.23,6.00,37.80,21.90,49.52
2004,MAURITANIA,MRT,-0.68,0.22,8.00,30.62,15.24,43.33
2005,MAURITANIA,MRT,-0.64,0.21,9.00,32.06,18.10,43.81
2006,MAURITANIA,MRT,-0.72,0.17,12.00,28.23,16.19,41.43
2007,MAURITANIA,MRT,-0.64,0.17,12.00,31.58,19.52,45.24
2008,MAURITANIA,MRT,-1.12,0.17,12.00,11.54,7.18,21.53
2009,MAURITANIA,MRT,-0.79,0.15,13.00,23.22,16.51,36.32
2010,MAURITANIA,MRT,-0.87,0.14,13.00,21.80,12.74,32.08
2011,MAURITANIA,MRT,-0.88,0.14,13.00,20.19,14.02,30.84
2012,MAURITANIA,MRT,-0.90,0.14,13.00,20.19,13.08,31.31
2013,MAURITANIA,MRT,-0.96,0.14,14.00,17.37,11.68,28.50
2014,MAURITANIA,MRT,-0.82,0.15,12.00,22.12,13.40,32.54
2015,MAURITANIA,MRT,-0.82,0.15,12.00,21.15,12.92,32.54
1996,MAURITIUS,MUS,0.86,0.28,2.00,78.47,60.95,89.52
1998,MAURITIUS,MUS,1.02,0.25,5.00,82.78,68.57,91.43
2000,MAURITIUS,MUS,0.95,0.19,6.00,79.90,69.05,87.14
2002,MAURITIUS,MUS,1.01,0.18,8.00,81.82,71.90,88.57
2003,MAURITIUS,MUS,1.06,0.18,9.00,82.78,72.86,90.00
2004,MAURITIUS,MUS,1.01,0.16,10.00,83.25,71.90,88.10
2005,MAURITIUS,MUS,1.00,0.16,10.00,81.82,70.48,88.57
2006,MAURITIUS,MUS,0.87,0.15,11.00,77.03,68.10,85.24
2007,MAURITIUS,MUS,0.90,0.15,11.00,78.95,69.52,86.67
2008,MAURITIUS,MUS,1.00,0.15,11.00,83.17,71.29,87.56
2009,MAURITIUS,MUS,0.95,0.15,11.00,79.62,70.75,86.79
2010,MAURITIUS,MUS,0.86,0.14,11.00,75.36,66.98,83.49
2011,MAURITIUS,MUS,0.91,0.14,13.00,78.40,70.09,85.05
2012,MAURITIUS,MUS,0.97,0.14,13.00,79.34,71.96,86.45
2013,MAURITIUS,MUS,0.94,0.14,14.00,78.40,72.43,85.98
2014,MAURITIUS,MUS,0.90,0.15,13.00,78.37,75.12,84.69
2015,MAURITIUS,MUS,0.85,0.15,13.00,77.40,72.25,82.30
1996,MEXICO,MEX,-0.77,0.19,8.00,26.32,14.76,35.24
1998,MEXICO,MEX,-0.58,0.18,9.00,32.06,20.95,43.81
2000,MEXICO,MEX,-0.45,0.15,10.00,37.80,29.52,44.76
2002,MEXICO,MEX,-0.37,0.17,11.00,43.06,32.86,50.00
2003,MEXICO,MEX,-0.37,0.16,11.00,41.63,30.00,49.52
2004,MEXICO,MEX,-0.38,0.15,13.00,40.67,32.86,49.05
2005,MEXICO,MEX,-0.41,0.15,13.00,40.19,31.90,48.57
2006,MEXICO,MEX,-0.46,0.14,16.00,40.67,28.57,49.52
2007,MEXICO,MEX,-0.54,0.14,16.00,36.36,25.24,46.67
2008,MEXICO,MEX,-0.72,0.14,16.00,26.92,20.10,37.80
2009,MEXICO,MEX,-0.61,0.14,17.00,33.65,21.70,42.92
2010,MEXICO,MEX,-0.58,0.14,17.00,34.12,25.00,44.34
2011,MEXICO,MEX,-0.56,0.13,18.00,35.21,25.70,44.86
2012,MEXICO,MEX,-0.56,0.13,18.00,35.21,26.64,46.26
2013,MEXICO,MEX,-0.57,0.13,17.00,35.21,24.77,44.39
2014,MEXICO,MEX,-0.45,0.14,15.00,37.50,27.75,48.33
2015,MEXICO,MEX,-0.47,0.14,15.00,37.50,27.75,47.85
1996,"MICRONESIA, FED. STS.",FSM,0.77,0.73,1.00,75.12,36.19,100.00
1998,"MICRONESIA, FED. STS.",FSM,0.39,0.56,2.00,64.11,33.33,90.48
2000,"MICRONESIA, FED. STS.",FSM,0.06,0.46,3.00,54.07,29.52,72.86
2002,"MICRONESIA, FED. STS.",FSM,0.00,0.37,3.00,52.63,33.33,65.24
2003,"MICRONESIA, FED. STS.",FSM,-0.13,0.37,3.00,48.80,28.10,62.86
2004,"MICRONESIA, FED. STS.",FSM,0.43,0.25,4.00,64.11,53.81,75.24
2005,"MICRONESIA, FED. STS.",FSM,0.71,0.26,4.00,70.33,58.57,84.29
2006,"MICRONESIA, FED. STS.",FSM,0.71,0.28,4.00,69.86,59.52,88.10
2007,"MICRONESIA, FED. STS.",FSM,0.66,0.28,4.00,70.81,59.05,84.29
2008,"MICRONESIA, FED. STS.",FSM,0.41,0.22,6.00,61.54,55.02,71.77
2009,"MICRONESIA, FED. STS.",FSM,0.10,0.22,6.00,57.35,47.17,62.74
2010,"MICRONESIA, FED. STS.",FSM,-0.09,0.21,6.00,53.08,40.57,62.26
2011,"MICRONESIA, FED. STS.",FSM,-0.06,0.21,6.00,53.52,42.99,62.15
2012,"MICRONESIA, FED. STS.",FSM,-0.01,0.21,6.00,55.87,45.33,62.15
2013,"MICRONESIA, FED. STS.",FSM,0.08,0.21,6.00,55.87,46.73,63.55
2014,"MICRONESIA, FED. STS.",FSM,-0.31,0.22,5.00,45.19,29.19,60.29
2015,"MICRONESIA, FED. STS.",FSM,-0.31,0.22,5.00,45.19,29.19,59.33
1996,MOLDOVA,MDA,-0.19,0.20,5.00,47.37,33.33,55.71
1998,MOLDOVA,MDA,-0.12,0.20,7.00,48.33,35.71,58.10
2000,MOLDOVA,MDA,-0.56,0.17,9.00,33.01,26.67,42.86
2002,MOLDOVA,MDA,-0.64,0.17,10.00,32.54,20.95,43.33
2003,MOLDOVA,MDA,-0.59,0.17,10.00,32.06,22.86,43.81
2004,MOLDOVA,MDA,-0.37,0.15,11.00,41.63,33.81,50.00
2005,MOLDOVA,MDA,-0.40,0.15,12.00,40.67,31.90,48.57
2006,MOLDOVA,MDA,-0.54,0.15,13.00,37.80,25.24,46.19
2007,MOLDOVA,MDA,-0.53,0.15,14.00,36.84,24.76,46.67
2008,MOLDOVA,MDA,-0.43,0.15,14.00,39.90,30.14,50.24
2009,MOLDOVA,MDA,-0.47,0.15,13.00,40.28,29.25,47.17
2010,MOLDOVA,MDA,-0.39,0.14,14.00,42.18,32.55,50.00
2011,MOLDOVA,MDA,-0.37,0.13,14.00,44.13,33.18,50.47
2012,MOLDOVA,MDA,-0.35,0.13,15.00,45.54,35.05,51.40
2013,MOLDOVA,MDA,-0.40,0.13,14.00,43.19,32.71,50.00
2014,MOLDOVA,MDA,-0.27,0.14,13.00,46.15,35.89,56.46
2015,MOLDOVA,MDA,-0.40,0.14,12.00,40.38,29.67,50.72
1996,MONACO,MCO,0.77,0.73,1.00,75.12,36.19,100.00
1998,MONACO,MCO,0.90,0.71,1.00,78.47,43.81,100.00
2000,MONACO,MCO,0.86,0.71,1.00,78.47,42.38,100.00
2002,MONACO,MCO,0.83,0.73,1.00,75.12,42.86,100.00
2003,MONACO,MCO,0.81,0.75,1.00,75.60,40.48,100.00
2004,MONACO,MCO,0.81,0.74,1.00,75.12,40.00,100.00
2005,MONACO,MCO,0.77,0.76,1.00,72.73,38.57,100.00
2006,MONACO,MCO,0.99,0.65,1.00,82.30,51.43,100.00
2007,MONACO,MCO,0.91,0.70,1.00,80.38,47.62,100.00
2008,MONACO,MCO,0.92,0.69,1.00,81.25,50.24,100.00
2009,MONACO,MCO,0.97,0.67,1.00,80.57,51.42,100.00
2010,MONACO,MCO,0.90,0.70,1.00,78.67,47.64,100.00
2011,MONACO,MCO,0.95,0.65,1.00,79.34,51.87,100.00
2012,MONACO,MCO,0.95,0.66,1.00,78.87,51.40,100.00
2013,MONACO,MCO,0.95,0.66,1.00,79.81,51.87,100.00
2014,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2015,MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1996,MONGOLIA,MNG,-0.04,0.31,4.00,49.28,31.90,61.90
1998,MONGOLIA,MNG,-0.01,0.28,5.00,51.67,35.71,64.76
2000,MONGOLIA,MNG,-0.12,0.23,6.00,48.80,35.71,59.05
2002,MONGOLIA,MNG,0.11,0.22,7.00,56.94,47.62,63.33
2003,MONGOLIA,MNG,0.14,0.21,7.00,55.98,45.24,63.33
