,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
LITHUANIA,LTU,0.94,0.26,4.00,75.48,64.11,90.91,0.89,0.23,5.00,73.56,64.11,88.52,0.81,0.22,6.00,73.08,61.24,87.08,0.89,0.18,7.00,73.08,66.03,88.04,0.88,0.17,8.00,75.00,66.03,87.56,0.88,0.17,8.00,77.40,67.46,88.04,0.88,0.18,8.00,75.00,66.03,86.60,0.83,0.14,10.00,74.52,67.46,83.25,0.86,0.14,11.00,73.56,66.99,84.21,0.81,0.14,12.00,71.63,66.51,81.34,0.89,0.14,12.00,74.41,67.92,85.38,0.90,0.14,12.00,74.88,67.92,84.91,0.84,0.14,11.00,73.71,67.29,82.24,0.91,0.13,11.00,75.12,69.16,85.98,0.93,0.13,11.00,75.59,69.63,86.45,0.96,0.14,9.00,75.37,70.10,86.76,0.97,0.14,9.00,75.86,71.08,86.27
LUXEMBOURG,LUX,1.53,0.24,5.00,94.71,84.69,100.00,1.49,0.26,5.00,95.19,80.38,100.00,1.47,0.24,6.00,94.23,81.82,100.00,1.36,0.23,5.00,93.27,75.12,100.00,1.46,0.23,6.00,96.15,84.21,100.00,1.62,0.23,6.00,95.67,89.00,100.00,1.54,0.23,6.00,95.67,86.12,100.00,1.54,0.18,7.00,97.12,90.43,100.00,1.53,0.17,7.00,98.08,90.91,100.00,1.53,0.17,8.00,97.60,90.91,100.00,1.54,0.17,9.00,98.10,91.51,100.00,1.56,0.16,9.00,97.63,91.51,100.00,1.59,0.16,9.00,97.65,92.52,100.00,1.64,0.15,9.00,97.65,92.99,100.00,1.62,0.15,9.00,97.65,92.52,100.00,1.53,0.17,7.00,96.55,91.67,100.00,1.52,0.17,7.00,96.55,91.67,100.00
"MACAO SAR, CHINA",MAC,0.23,0.41,1.00,57.69,35.41,75.12,0.23,0.47,1.00,55.77,34.45,77.51,0.22,0.47,1.00,55.77,31.58,78.95,0.40,0.51,1.00,60.10,37.80,89.00,0.64,0.48,1.00,66.83,42.58,94.26,0.11,0.39,1.00,52.40,33.01,74.16,0.40,0.42,1.00,61.06,38.76,83.73,0.35,0.51,1.00,57.69,32.54,89.00,0.11,0.53,1.00,52.88,27.27,77.03,0.13,0.53,1.00,53.37,27.75,77.99,0.58,0.26,2.00,66.35,54.25,78.30,0.61,0.24,2.00,67.77,55.66,76.89,0.60,0.23,2.00,66.67,55.61,76.64,-0.27,0.20,2.00,40.85,29.44,52.34,-0.29,0.20,2.00,38.97,28.50,50.00,-0.36,0.27,1.00,35.96,26.47,50.00,-0.10,0.28,1.00,45.32,29.41,59.80
"MACEDONIA, FYR",MKD,-0.50,0.26,4.00,34.13,20.57,49.76,-0.32,0.26,4.00,40.38,27.75,52.15,-0.43,0.21,5.00,35.10,24.88,49.76,-0.22,0.17,6.00,42.31,34.93,50.72,-0.04,0.16,8.00,45.67,39.71,53.59,-0.14,0.17,9.00,46.15,35.89,54.07,-0.08,0.17,9.00,47.60,36.84,56.94,0.13,0.15,10.00,51.92,44.50,58.85,0.25,0.14,11.00,55.29,47.85,62.20,0.18,0.14,12.00,54.81,46.89,58.85,0.16,0.14,12.00,54.50,46.23,58.49,0.10,0.14,12.00,53.08,44.34,57.08,-0.03,0.14,10.00,48.36,39.25,55.14,-0.01,0.13,11.00,49.77,42.06,56.54,-0.03,0.13,11.00,47.42,41.59,56.07,-0.14,0.14,9.00,43.35,35.78,50.00,-0.18,0.14,9.00,42.36,34.80,48.53
MADAGASCAR,MDG,-0.26,0.24,4.00,42.31,29.19,54.55,0.11,0.26,4.00,52.40,40.67,64.59,0.08,0.23,5.00,50.96,41.63,61.72,-0.19,0.18,7.00,43.75,36.84,50.72,0.03,0.17,8.00,47.12,40.19,55.98,-0.01,0.18,9.00,48.56,38.28,56.94,-0.14,0.17,11.00,46.15,34.93,54.07,-0.12,0.13,14.00,44.23,36.36,51.20,-0.15,0.13,14.00,44.23,35.41,48.80,-0.34,0.13,14.00,36.06,29.67,44.98,-0.86,0.13,14.00,25.12,16.51,30.19,-0.83,0.11,15.00,26.54,18.40,30.19,-0.86,0.11,15.00,25.82,17.29,28.97,-0.87,0.11,16.00,24.41,17.29,27.57,-0.78,0.11,17.00,26.29,21.96,28.97,-0.53,0.12,13.00,31.53,27.94,38.24,-0.42,0.12,13.00,34.48,28.92,40.20
MALAWI,MWI,-0.20,0.22,5.00,43.27,31.58,54.55,-0.03,0.23,5.00,49.04,36.36,59.33,-0.18,0.21,6.00,47.12,32.06,53.11,-0.65,0.17,9.00,28.85,21.53,39.71,-0.42,0.16,10.00,35.58,26.79,42.11,-0.50,0.16,11.00,33.17,25.36,41.63,-0.48,0.14,14.00,32.69,27.27,39.71,-0.26,0.12,15.00,38.94,33.01,45.93,-0.27,0.12,15.00,37.98,34.45,45.93,-0.25,0.11,16.00,40.87,34.45,46.41,-0.16,0.12,16.00,42.65,35.38,49.06,-0.21,0.11,16.00,40.28,34.91,48.58,-0.26,0.12,16.00,39.91,32.24,47.20,-0.22,0.11,17.00,42.25,35.51,47.66,-0.19,0.11,17.00,42.72,36.92,47.66,-0.07,0.13,13.00,47.29,39.22,51.47,-0.01,0.12,13.00,48.28,40.20,54.90
MALAYSIA,MYS,-0.06,0.22,6.00,50.00,35.89,59.81,-0.31,0.23,6.00,40.87,29.19,51.67,-0.33,0.22,7.00,39.90,27.75,50.24,-0.48,0.17,9.00,36.06,25.36,43.06,-0.52,0.15,10.00,33.17,26.32,39.71,-0.25,0.16,11.00,41.35,33.01,49.76,-0.19,0.16,11.00,42.79,33.97,53.59,-0.51,0.12,13.00,32.21,28.23,37.32,-0.49,0.12,14.00,33.17,29.19,37.32,-0.54,0.12,14.00,30.77,27.75,35.89,-0.49,0.12,14.00,31.75,29.72,39.15,-0.48,0.12,15.00,33.65,29.72,37.26,-0.44,0.11,16.00,32.39,28.97,40.19,-0.31,0.11,16.00,38.97,32.24,45.33,-0.30,0.11,15.00,38.50,32.24,44.39,-0.32,0.13,11.00,37.93,30.88,44.61,-0.35,0.13,12.00,36.45,29.41,43.14
MALDIVES,MDV,-0.38,0.30,3.00,37.50,21.05,54.07,-0.34,0.30,3.00,39.90,23.92,53.11,-0.39,0.30,3.00,36.54,22.01,51.67,-0.54,0.27,3.00,32.69,20.10,45.93,-0.92,0.25,4.00,22.60,10.05,33.49,-1.12,0.26,5.00,18.27,6.70,26.79,-0.99,0.26,5.00,19.71,9.09,30.14,-0.99,0.23,5.00,20.67,9.57,30.62,-0.90,0.22,5.00,22.60,11.00,31.58,-0.32,0.22,5.00,37.02,28.71,49.28,-0.08,0.22,5.00,45.97,34.43,56.60,-0.10,0.22,5.00,46.92,34.43,55.66,-0.20,0.22,5.00,41.78,29.91,55.14,-0.53,0.23,5.00,31.46,21.50,43.93,-0.44,0.22,6.00,32.86,25.23,46.73,-0.33,0.24,3.00,37.44,28.43,50.00,-0.50,0.22,3.00,30.05,24.51,43.14
MALI,MLI,-0.12,0.24,4.00,48.08,33.01,58.85,-0.17,0.26,4.00,44.71,31.10,56.46,-0.11,0.23,5.00,48.08,32.54,56.46,0.27,0.18,8.00,54.81,48.33,64.11,0.38,0.17,9.00,58.65,49.28,66.99,0.29,0.18,10.00,57.21,49.76,67.46,0.25,0.17,11.00,58.65,48.80,64.11,0.27,0.13,14.00,56.25,49.76,61.72,0.19,0.13,14.00,54.81,46.89,57.89,0.16,0.13,14.00,54.33,46.89,58.37,0.04,0.13,15.00,50.24,41.98,56.13,0.13,0.11,16.00,54.03,48.58,57.08,0.15,0.11,16.00,54.93,47.66,57.94,-0.53,0.12,16.00,30.99,27.57,36.92,-0.31,0.11,17.00,38.03,32.24,44.39,-0.20,0.13,13.00,41.38,34.31,49.51,-0.24,0.13,13.00,39.90,31.86,48.04
MALTA,MLT,1.15,0.24,4.00,86.06,71.29,96.65,1.11,0.26,4.00,84.62,67.46,98.09,1.17,0.25,4.00,87.50,71.77,97.13,1.15,0.24,4.00,86.06,70.33,99.04,1.32,0.23,5.00,92.79,75.60,100.00,1.34,0.24,5.00,90.38,78.95,98.56,1.23,0.24,5.00,88.94,72.73,97.13,1.19,0.18,6.00,88.94,75.12,95.69,1.23,0.18,6.00,90.87,75.12,97.13,1.24,0.17,6.00,90.38,76.08,97.13,1.14,0.16,9.00,86.73,74.06,93.87,1.16,0.15,9.00,86.73,75.47,94.34,1.13,0.15,9.00,86.38,74.77,93.93,1.15,0.15,9.00,87.79,74.77,92.99,1.14,0.14,9.00,86.85,74.30,92.52,1.17,0.16,7.00,85.71,73.04,95.59,1.18,0.16,7.00,85.71,73.53,96.08
MARSHALL ISLANDS,MHL,1.22,0.40,2.00,87.02,64.59,100.00,1.23,0.36,2.00,88.46,66.51,100.00,1.24,0.36,2.00,87.98,66.99,100.00,1.22,0.30,2.00,88.46,69.86,100.00,1.21,0.31,2.00,88.46,69.38,100.00,1.17,0.36,2.00,88.94,66.99,99.04,1.17,0.35,2.00,87.02,66.51,99.52,1.18,0.26,2.00,87.98,70.81,99.52,1.18,0.25,2.00,87.98,69.86,100.00,1.21,0.25,2.00,88.94,71.29,100.00,1.14,0.25,3.00,87.20,68.87,98.11,1.13,0.26,3.00,85.78,68.87,97.17,1.14,0.26,3.00,86.85,69.16,96.26,1.12,0.28,3.00,85.45,67.29,96.26,1.21,0.27,2.00,88.26,71.03,98.13,1.19,0.25,1.00,87.68,71.08,99.02,1.21,0.24,1.00,88.18,72.55,99.51
MARTINIQUE,MTQ,0.68,0.41,1.00,68.75,51.20,90.43,0.67,0.47,1.00,66.83,47.37,93.78,0.66,0.47,1.00,67.31,47.85,92.82,0.61,0.51,1.00,66.35,41.63,95.69,0.64,0.48,1.00,66.83,42.58,94.26,0.74,0.39,1.00,74.04,51.20,90.91,0.64,0.42,1.00,69.23,47.85,89.95,0.58,0.51,1.00,66.83,38.76,95.22,0.56,0.53,1.00,65.38,36.84,95.69,0.57,0.53,1.00,65.87,38.76,95.22,0.56,0.52,1.00,65.40,39.15,94.34,0.59,0.49,1.00,66.82,40.09,94.34,0.60,0.46,1.00,67.14,43.93,92.99,0.62,0.44,1.00,66.20,45.79,92.52,0.62,0.47,1.00,66.20,43.93,92.52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MAURITANIA,MRT,-0.54,0.30,3.00,32.21,17.70,50.72,-0.73,0.30,3.00,28.85,12.44,43.54,-0.85,0.27,4.00,23.08,11.48,36.36,-0.85,0.23,5.00,23.08,13.40,37.32,-0.87,0.22,5.00,24.52,14.83,33.49,-1.15,0.20,7.00,16.83,7.66,24.40,-0.97,0.17,9.00,21.15,11.48,27.75,-0.90,0.12,13.00,24.52,18.18,28.23,-0.72,0.12,13.00,28.85,21.53,32.06,-0.98,0.12,13.00,20.19,15.31,25.84,-0.97,0.12,13.00,20.85,14.15,28.77,-0.95,0.12,13.00,20.85,14.15,28.30,-0.97,0.12,13.00,19.72,14.02,27.10,-0.96,0.12,13.00,20.19,15.42,26.64,-0.98,0.11,14.00,20.19,15.42,25.70,-0.92,0.14,10.00,23.15,16.67,28.43,-0.91,0.13,10.00,23.15,17.65,27.94
MAURITIUS,MUS,0.83,0.32,3.00,73.08,59.81,90.43,1.02,0.29,3.00,77.88,64.59,96.65,0.99,0.26,5.00,78.85,65.55,92.82,0.77,0.20,7.00,70.67,60.29,84.21,0.85,0.17,8.00,72.60,64.59,86.60,0.85,0.17,9.00,76.44,66.51,84.69,0.85,0.17,9.00,73.08,65.07,85.65,0.90,0.14,10.00,75.48,68.90,86.12,0.87,0.14,10.00,74.04,66.99,85.17,0.85,0.14,10.00,72.60,67.94,83.25,0.81,0.14,10.00,70.62,66.51,82.08,0.78,0.14,10.00,70.62,65.57,76.89,0.79,0.14,12.00,70.42,65.42,77.57,0.87,0.13,12.00,74.18,67.29,83.64,0.93,0.13,13.00,75.12,69.63,85.51,0.94,0.14,11.00,73.40,70.10,84.80,0.81,0.13,11.00,72.41,68.63,79.41
MEXICO,MEX,-0.09,0.21,7.00,49.04,35.89,58.37,-0.03,0.22,7.00,50.00,36.84,58.37,0.19,0.21,8.00,55.29,47.85,64.59,0.30,0.17,10.00,55.29,49.28,65.07,0.33,0.17,10.00,56.73,48.33,66.03,0.32,0.17,12.00,58.17,51.20,67.46,0.19,0.16,13.00,56.73,47.85,63.64,0.11,0.13,16.00,51.44,44.98,56.46,0.09,0.13,16.00,50.00,44.98,56.94,0.10,0.13,16.00,51.44,44.98,57.89,0.17,0.11,17.00,54.98,48.58,58.02,0.15,0.11,17.00,54.98,48.58,58.02,0.09,0.11,18.00,53.52,46.26,56.54,0.09,0.11,18.00,53.99,45.79,57.48,0.09,0.11,17.00,53.52,46.73,57.01,-0.04,0.13,14.00,48.77,39.22,54.90,-0.13,0.13,14.00,43.35,36.76,50.00
"MICRONESIA, FED. STS.",FSM,1.11,0.40,2.00,84.13,62.20,100.00,0.97,0.36,2.00,75.96,59.81,98.09,0.99,0.36,2.00,78.37,59.81,97.13,1.01,0.30,2.00,78.37,63.16,97.13,1.04,0.31,2.00,81.73,63.64,98.09,0.85,0.28,3.00,75.96,61.24,89.00,1.00,0.28,3.00,79.81,64.11,92.82,1.09,0.24,3.00,86.06,69.86,95.69,1.08,0.23,3.00,83.65,69.38,95.69,1.11,0.23,3.00,85.58,69.38,96.17,1.10,0.23,3.00,84.83,68.87,95.75,1.08,0.24,3.00,81.99,68.87,94.81,1.02,0.23,3.00,78.40,67.29,93.93,1.01,0.25,3.00,78.87,65.89,93.46,1.03,0.24,3.00,79.81,66.36,93.93,1.15,0.25,1.00,84.24,70.59,97.55,1.16,0.24,1.00,84.73,72.06,96.57
MOLDOVA,MDA,-0.09,0.26,4.00,49.52,33.01,60.29,0.01,0.23,5.00,51.44,37.32,60.29,-0.24,0.20,6.00,44.23,31.10,51.20,-0.60,0.16,7.00,30.29,22.97,41.15,-0.54,0.16,8.00,32.69,25.84,39.71,-0.58,0.16,9.00,30.77,23.92,39.23,-0.51,0.16,10.00,31.73,25.84,39.71,-0.27,0.14,11.00,38.46,32.54,45.93,-0.30,0.14,12.00,37.02,31.58,45.93,-0.31,0.14,12.00,38.46,30.14,45.45,-0.32,0.14,11.00,37.44,30.19,45.28,-0.11,0.14,12.00,45.97,35.85,53.77,0.00,0.14,12.00,50.23,41.12,56.07,-0.07,0.12,13.00,46.95,40.65,55.61,-0.10,0.12,12.00,46.01,38.79,55.14,-0.02,0.13,10.00,49.26,39.71,55.39,-0.03,0.13,9.00,47.29,39.71,54.41
MONACO,MCO,1.09,0.40,2.00,83.65,62.20,100.00,1.10,0.36,2.00,83.65,64.11,100.00,1.10,0.36,2.00,84.62,63.64,99.52,1.08,0.30,2.00,82.69,65.07,99.52,0.95,0.31,2.00,75.96,61.24,94.74,0.91,0.36,2.00,78.37,57.42,94.26,0.91,0.35,2.00,76.44,59.33,94.26,0.94,0.26,2.00,77.88,62.20,92.82,0.95,0.25,2.00,75.48,64.11,93.30,0.99,0.25,2.00,76.92,66.51,94.26,0.97,0.25,2.00,75.36,65.09,93.87,1.04,0.26,2.00,81.04,67.45,94.81,0.81,0.26,2.00,71.83,59.35,89.72,0.82,0.28,2.00,72.30,58.41,91.12,0.84,0.27,2.00,72.77,60.28,91.59,1.03,0.25,1.00,78.33,67.65,95.59,1.05,0.24,1.00,80.79,69.12,95.59
MONGOLIA,MNG,0.35,0.24,4.00,60.58,50.24,71.29,0.50,0.26,4.00,63.94,51.67,75.12,0.32,0.25,4.00,58.65,48.80,70.81,0.34,0.19,6.00,57.21,49.28,67.46,0.31,0.19,6.00,56.25,46.41,66.03,0.26,0.20,7.00,56.73,46.41,67.46,0.05,0.19,9.00,53.37,39.71,59.33,0.20,0.15,10.00,54.81,45.93,60.29,0.27,0.15,11.00,56.25,48.33,64.11,0.24,0.14,11.00,55.77,48.33,60.77,0.09,0.14,13.00,53.08,43.87,56.60,0.04,0.13,13.00,50.24,42.45,55.66,0.00,0.13,13.00,49.77,41.12,55.61,0.02,0.12,14.00,51.17,43.93,56.54,0.07,0.12,13.00,53.05,43.93,57.01,0.23,0.13,10.00,55.67,49.51,62.25,0.24,0.13,12.00,56.65,48.53,62.75
MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.65,0.37,1.00,29.33,11.96,50.24,0.05,0.40,1.00,50.00,30.14,69.38,0.10,0.26,2.00,49.52,39.71,63.16,0.12,0.31,2.00,53.85,36.36,68.42,0.16,0.25,3.00,54.81,39.71,65.55,0.27,0.15,8.00,55.77,47.37,62.20,0.27,0.14,9.00,55.77,47.85,64.11,0.25,0.14,10.00,56.73,48.33,61.72,0.26,0.15,10.00,56.40,48.58,62.26,0.20,0.14,10.00,55.45,48.58,60.85,0.23,0.15,9.00,55.87,48.60,62.15,0.24,0.14,9.00,56.81,50.47,63.55,0.19,0.14,9.00,56.34,47.20,60.75,0.18,0.15,7.00,55.17,47.55,61.76,0.15,0.15,8.00,53.20,45.59,61.27
MOROCCO,MAR,-0.36,0.22,5.00,37.98,26.79,52.15,-0.19,0.23,5.00,44.23,33.01,55.02,-0.47,0.21,6.00,33.65,24.40,47.85,-0.52,0.16,9.00,34.62,24.40,41.63,-0.84,0.15,10.00,25.48,19.62,29.67,-0.55,0.14,12.00,32.21,25.36,38.28,-0.73,0.14,13.00,26.92,21.53,32.06,-0.73,0.12,15.00,27.88,22.01,31.58,-0.74,0.12,15.00,27.88,21.05,31.58,-0.79,0.11,16.00,26.44,21.53,29.19,-0.78,0.11,16.00,28.44,21.23,30.19,-0.73,0.11,16.00,28.91,23.11,30.19,-0.74,0.11,17.00,27.70,23.83,29.91,-0.63,0.11,18.00,28.64,24.77,33.64,-0.73,0.10,18.00,27.70,22.43,30.37,-0.74,0.12,14.00,27.59,22.06,30.88,-0.66,0.12,13.00,28.08,24.51,31.86
MOZAMBIQUE,MOZ,-0.35,0.22,5.00,38.94,26.79,52.15,-0.20,0.23,5.00,43.75,32.06,55.02,-0.23,0.21,6.00,44.71,30.62,51.67,-0.22,0.17,9.00,41.83,35.41,50.24,-0.04,0.16,10.00,45.19,39.71,53.59,-0.06,0.15,12.00,47.12,39.23,55.98,0.00,0.14,13.00,50.48,39.71,56.94,-0.08,0.11,16.00,45.67,38.76,51.20,-0.08,0.11,16.00,46.15,38.28,52.15,-0.07,0.11,16.00,46.15,40.67,52.15,-0.11,0.11,17.00,45.02,39.15,52.36,-0.11,0.11,16.00,45.02,37.26,51.89,-0.19,0.11,16.00,42.25,35.05,49.07,-0.19,0.12,16.00,43.19,35.98,50.00,-0.27,0.11,17.00,40.38,32.24,46.73,-0.24,0.13,14.00,39.90,33.82,49.02,-0.28,0.13,13.00,37.93,30.88,45.59
MYANMAR,MMR,-1.92,0.22,5.00,1.44,0.00,6.70,-1.94,0.23,5.00,1.44,0.00,7.18,-2.06,0.23,5.00,0.48,0.00,3.83,-2.02,0.17,7.00,0.96,0.00,3.35,-2.13,0.17,7.00,0.48,0.00,2.39,-2.16,0.18,8.00,0.00,0.00,1.44,-2.22,0.18,8.00,0.00,0.00,2.39,-2.22,0.15,8.00,0.48,0.00,2.39,-2.20,0.15,8.00,0.48,0.00,2.39,-2.19,0.15,8.00,0.48,0.00,2.39,-2.15,0.15,8.00,0.95,0.00,2.83,-2.08,0.15,8.00,0.95,0.00,3.77,-1.88,0.12,10.00,2.82,1.87,4.67,-1.65,0.12,11.00,4.23,2.80,7.48,-1.50,0.11,13.00,6.57,4.21,12.62,-1.40,0.13,10.00,9.36,4.90,14.71,-1.30,0.13,10.00,13.30,7.35,19.12
NAMIBIA,NAM,0.49,0.22,5.00,63.94,54.55,73.21,0.28,0.23,5.00,57.69,47.37,66.51,0.31,0.21,6.00,57.21,50.24,66.99,0.23,0.16,10.00,54.33,47.85,62.68,0.22,0.16,10.00,53.37,44.98,62.68,0.32,0.16,11.00,57.69,51.20,67.46,0.37,0.15,13.00,59.62,54.07,66.99,0.47,0.13,13.00,61.06,55.50,69.86,0.44,0.13,14.00,59.62,55.02,67.46,0.44,0.13,13.00,59.62,55.50,68.42,0.37,0.13,15.00,58.29,54.72,67.45,0.35,0.13,15.00,58.29,54.25,65.57,0.34,0.13,15.00,58.22,54.21,65.42,0.38,0.13,14.00,59.15,56.07,65.89,0.39,0.12,15.00,59.62,56.54,65.89,0.54,0.13,12.00,67.00,59.31,71.08,0.56,0.13,13.00,67.49,59.31,72.06
NAURU,NRU,0.98,0.40,2.00,76.44,60.29,99.52,0.99,0.36,2.00,76.92,60.29,98.09,0.93,0.36,2.00,75.96,58.85,95.69,0.93,0.30,2.00,73.56,60.29,94.74,1.10,0.31,2.00,86.54,66.03,100.00,1.05,0.36,2.00,83.17,62.20,96.17,1.05,0.35,2.00,82.69,63.64,97.61,1.08,0.26,2.00,85.58,68.42,96.17,1.07,0.25,2.00,83.17,67.46,96.17,1.10,0.25,2.00,85.10,68.90,97.13,1.10,0.25,2.00,84.36,67.92,96.70,1.08,0.26,2.00,82.46,67.92,96.23,1.10,0.26,2.00,84.51,67.76,95.79,1.11,0.28,2.00,84.98,67.29,96.26,1.07,0.27,2.00,83.57,66.36,96.26,0.85,0.25,1.00,72.41,61.76,91.67,0.58,0.24,1.00,67.98,54.41,75.49
NEPAL,NPL,-0.12,0.30,3.00,47.60,31.10,61.24,-0.27,0.30,3.00,42.31,26.79,55.02,-0.30,0.30,3.00,41.83,24.88,55.50,-0.85,0.20,5.00,23.56,15.79,34.93,-0.92,0.18,6.00,23.56,15.79,29.67,-1.15,0.17,8.00,16.35,8.13,22.97,-1.19,0.17,9.00,12.98,8.13,22.97,-0.91,0.12,12.00,23.08,17.70,28.23,-0.59,0.13,12.00,30.29,25.36,35.41,-0.54,0.12,12.00,30.29,27.75,36.36,-0.47,0.12,13.00,32.70,30.19,40.09,-0.48,0.12,13.00,33.18,29.25,37.26,-0.48,0.12,13.00,31.92,28.97,38.79,-0.68,0.12,13.00,27.70,23.83,33.18,-0.56,0.11,13.00,29.58,27.10,36.45,-0.48,0.14,10.00,32.51,28.43,39.22,-0.43,0.13,10.00,33.50,28.92,40.69
NETHERLANDS,NLD,1.61,0.22,6.00,99.04,87.08,100.00,1.63,0.23,6.00,100.00,88.52,100.00,1.60,0.22,7.00,98.56,88.04,100.00,1.50,0.20,8.00,96.63,88.04,100.00,1.51,0.19,8.00,97.12,88.04,100.00,1.72,0.19,8.00,98.08,90.91,100.00,1.68,0.19,8.00,99.04,90.43,100.00,1.60,0.17,9.00,99.52,91.87,100.00,1.58,0.17,9.00,99.52,91.39,100.00,1.54,0.17,9.00,98.08,90.91,100.00,1.49,0.15,10.00,96.21,91.04,100.00,1.49,0.15,10.00,96.21,90.09,100.00,1.58,0.14,11.00,97.18,92.99,100.00,1.64,0.14,11.00,97.18,93.46,100.00,1.59,0.13,11.00,96.71,92.52,100.00,1.58,0.15,9.00,98.52,92.16,100.00,1.57,0.15,9.00,98.03,92.16,100.00
NETHERLANDS ANTILLES (FORMER),ANT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.47,0.39,1.00,63.46,43.54,84.69,0.64,0.42,1.00,69.23,47.85,89.95,0.58,0.51,1.00,66.83,38.76,95.22,0.56,0.53,1.00,65.38,36.84,95.69,0.57,0.53,1.00,65.87,38.76,95.22,0.35,0.52,1.00,57.82,31.13,88.21,0.37,0.49,1.00,58.77,34.91,88.21,0.38,0.46,1.00,59.15,35.05,87.38,0.40,0.44,1.00,61.03,38.79,85.98,0.40,0.47,1.00,60.09,36.45,87.38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEW ZEALAND,NZL,1.69,0.22,6.00,100.00,90.43,100.00,1.63,0.23,6.00,99.52,88.52,100.00,1.76,0.22,7.00,100.00,92.34,100.00,1.54,0.21,7.00,99.04,88.04,100.00,1.60,0.19,8.00,100.00,90.43,100.00,1.68,0.19,8.00,97.12,90.43,100.00,1.66,0.18,9.00,98.56,90.43,100.00,1.54,0.16,11.00,97.60,91.39,100.00,1.51,0.15,11.00,97.12,91.39,100.00,1.51,0.15,11.00,97.12,90.91,100.00,1.51,0.15,11.00,97.16,91.51,100.00,1.55,0.15,11.00,97.16,91.98,100.00,1.62,0.14,12.00,98.59,93.93,100.00,1.65,0.13,12.00,98.12,93.46,100.00,1.63,0.13,12.00,98.12,93.93,100.00,1.55,0.14,10.00,97.54,92.16,100.00,1.57,0.14,10.00,98.52,92.16,100.00
NICARAGUA,NIC,-0.05,0.21,6.00,50.48,36.84,59.33,-0.01,0.22,6.00,50.48,37.32,59.33,-0.23,0.21,7.00,45.19,31.10,51.67,-0.11,0.17,8.00,45.67,39.23,53.11,0.15,0.15,10.00,50.96,44.50,60.77,-0.01,0.15,12.00,49.52,41.15,56.46,-0.21,0.15,13.00,39.90,33.49,53.11,-0.23,0.12,15.00,39.42,33.01,45.93,-0.24,0.12,15.00,39.90,34.45,46.89,-0.39,0.12,15.00,34.62,29.19,42.11,-0.45,0.11,16.00,34.12,30.19,40.09,-0.49,0.11,16.00,32.70,29.25,36.32,-0.58,0.12,16.00,29.58,27.10,35.05,-0.54,0.11,17.00,30.52,27.57,35.98,-0.45,0.11,16.00,32.39,28.50,41.12,-0.37,0.13,13.00,35.47,29.90,42.65,-0.39,0.13,13.00,34.98,28.92,42.65
